id;name;price;type;efficiency;wattage;modular;color
1;Corsair RM750e (2023);99.99;ATX;gold;750;Full;Black
2;Corsair RM850e (2023);119.99;ATX;gold;850;Full;Black
3;Corsair RM1000e (2023);159.99;ATX;gold;1000;Full;Black
4;Corsair RM650 (2023);89.99;ATX;gold;650;Full;Black
5;MSI MAG A650BN;59;ATX;bronze;650;false;Black
6;MSI MAG A850GL PCIE5;89.99;ATX;gold;850;Full;Black
7;Corsair CX650M (2021);79.99;ATX;bronze;650;Semi;Black
8;MSI MAG A550BN;49;ATX;bronze;550;false;Black
9;Corsair SF750;184.99;SFX;platinum;750;Full;
10;Corsair RM850;124.99;ATX;gold;850;Full;White / Black
11;Corsair RM850x (2021);149.99;ATX;gold;850;Full;Black
12;Thermaltake Smart;39.06;ATX;plus;500;false;
13;Cooler Master MWE Gold 850 - V2;89.99;ATX;gold;850;Full;Black
14;Corsair RM1000x (2021);159.99;ATX;gold;1000;Full;Black
15;Asus ROG THOR 1600T Gaming;699.99;ATX;titanium;1600;Full;Silver / Black
16;Thermaltake Smart;40.99;ATX;plus;600;false;
17;MSI MAG A750GL PCIE5;89;ATX;gold;750;Full;Black
18;MSI MAG A650GL;79.98;ATX;gold;650;Full;Black
19;Corsair SF850L;144.05;SFX;gold;850;Full;Black
20;SeaSonic FOCUS GX;74.99;ATX;gold;750;Full;Black
21;Apevia Galaxy;54.99;ATX;gold;650;Semi;Black
22;Corsair HX1500i (2023);359.99;ATX;platinum;1500;Full;Black
23;SeaSonic FOCUS Plus 650 Gold;126.47;ATX;gold;650;Full;
24;Corsair RM750;109.99;ATX;gold;750;Full;White / Black
25;be quiet! Pure Power 12 M;89.9;ATX;gold;750;Full;Black
26;be quiet! Pure Power 12 M;99.9;ATX;gold;850;Full;Black
27;Gigabyte UD750GM;92.12;ATX;gold;750;Full;Black
28;Corsair RM750x (2021);99.99;ATX;gold;750;Full;Black
29;Corsair CX750M (2021);89.95;ATX;bronze;750;Semi;Black
30;Thermaltake Toughpower GF A3 Snow;119.99;ATX;gold;850;Full;White
31;MSI A1000G PCIE5;157.99;ATX;gold;1000;Full;Black
32;Corsair SF1000L;156.94;SFX;gold;1000;Full;Black
33;Corsair CX (2023);74.98;ATX;bronze;750;false;Black
34;Silverstone HELA;622.29;ATX;;2050;Full;Black / White
35;Corsair CX (2023);64.98;ATX;bronze;650;false;Black
36;Corsair AX1600i;609.94;ATX;titanium;1600;Full;
37;Apevia Prestige;51.99;ATX;gold;600;false;Black
38;be quiet! Dark Power 13;229.9;ATX;titanium;1000;Full;Black
39;Corsair CV650;;ATX;bronze;650;false;Black
40;EVGA 650 B5;74.99;ATX;bronze;650;Full;Black
41;Thermaltake Toughpower GX2;59.99;ATX;gold;600;false;Black
42;Corsair RMe (2023);169.99;ATX;gold;1200;Full;Black
43;Cooler Master V750 SFX GOLD;104.99;SFX;gold;750;Full;Black
44;SeaSonic FOCUS GX-1000 ATX 3.0;139.99;ATX;gold;1000;Full;Black
45;EVGA 500 BR;59.99;ATX;bronze;500;false;
46;NZXT C850 (2022);99.99;ATX;gold;850;Full;Black
47;Corsair CX (2023);59.99;ATX;bronze;550;false;Black
48;Thermaltake Toughpower GF1 (2024);94.99;ATX;gold;850;Full;Black
49;MSI MPG A850G PCIE5;127.88;ATX;gold;850;Full;Black
50;be quiet! Dark Power Pro 13;399.9;ATX;titanium;1600;Full;Black
51;Thermaltake Smart;59.98;ATX;plus;700;false;
52;EVGA SuperNOVA 1600 T2;;ATX;titanium;1600;Full;
53;SeaSonic FOCUS PLUS 850 Gold;94.99;ATX;gold;850;Full;
54;Corsair HX1000i (2023);214.99;ATX;platinum;1000;Full;Black
55;EVGA SuperNOVA 1000 GT;139.99;ATX;gold;1000;Full;Black
56;Asus ROG THOR P2 Gaming;299.99;ATX;platinum;1200;Full;Silver / Black
57;SeaSonic FOCUS GX-850 ATX 3.0;109.99;ATX;gold;850;Full;Black
58;EVGA SuperNOVA 650 GM;126.66;SFX;gold;650;Full;Black
59;Cooler Master MWE GOLD 750 V2 FULL MODULAR;137.33;ATX;gold;750;Full;Black
60;ADATA XPG CORE Reactor 850;94.99;ATX;gold;850;Full;Black
61;Asus ROG Strix;168.99;ATX;gold;850;Full;White
62;be quiet! Straight Power 12;199.9;ATX;platinum;1200;Full;Black
63;NZXT C750 (2022);89.99;ATX;gold;750;Full;Black
64;Corsair CV550;;ATX;bronze;550;false;Black
65;Gigabyte UD850GM;99.99;ATX;gold;850;Full;Black
66;SeaSonic FOCUS GX-750 ATX 3.0;89.99;ATX;gold;750;Full;Black
67;SeaSonic FOCUS SGX (2021);99.99;SFX;gold;750;Full;Black
68;be quiet! Pure Power 11;89.28;ATX;gold;400;false;Black
69;be quiet! Pure Power 12 M;129.9;ATX;gold;1000;Full;Black
70;MSI MPG A750GF;93.99;ATX;gold;750;Full;Black
71;Thermaltake Toughpower GF3 Snow;179.99;ATX;gold;1200;Full;White
72;Cooler Master V SFX Gold ATX 3.0;114;SFX;gold;850;Full;Black
73;Deepcool PM750D;88.02;ATX;gold;750;false;Black
74;EVGA SuperNOVA 850 GT;124.99;ATX;gold;850;Full;Black
75;SeaSonic PRIME TX;595;ATX;titanium;1600;Full;Black / Silver
76;be quiet! Pure Power 12 M;79.9;ATX;gold;650;Full;Black
77;EVGA SuperNOVA 750 GT;114.39;ATX;gold;750;Full;Black
78;Lian Li SP;132.82;SFX;gold;750;Full;Black
79;EVGA 650BP;54.99;ATX;bronze;650;false;Black
80;SeaSonic FOCUS GX;129.1;ATX;gold;650;Full;Black
81;MSI MAG A850GL PCIE5;113.64;ATX;gold;850;Full;White
82;EVGA 500 W1;49.86;ATX;plus;500;false;
83;Cooler Master V850 SFX GOLD;186.99;SFX;gold;850;Full;Black
84;ADATA XPG Core Reactor II;99.99;ATX;gold;850;Full;Black
85;be quiet! Straight Power 12;189.9;ATX;platinum;1000;Full;Black
86;be quiet! Dark Power 13;189.9;ATX;titanium;850;Full;Black
87;EVGA SuperNOVA 650 GT;94.99;ATX;gold;650;Full;Black
88;MSI MEG Ai1300P PCIE5;299;ATX;platinum;1300;Full;Black / Copper
89;Apevia CAPTAIN;31.99;ATX;;550;false;Black
90;Gigabyte P750GM;;ATX;gold;750;Full;Black
91;Deepcool PX1000G;129.99;ATX;gold;1000;Full;Black
92;Gigabyte P450B;58.66;ATX;bronze;450;false;Black
93;SeaSonic FOCUS Plus Platinum;107.99;ATX;platinum;750;Full;
94;EVGA 600 BR;68.45;ATX;bronze;600;false;
95;NZXT C1200;183.1;ATX;gold;1200;Full;Black
96;Asus ROG STRIX 1000G;172.99;ATX;gold;1000;Full;Black
97;Aerocool Integrator;;ATX;bronze;500;false;Black
98;Deepcool PK650D;;ATX;bronze;650;false;Black
99;SeaSonic PRIME TX-1000;449.99;ATX;titanium;1000;Full;Black
100;NZXT C1000 (2022);149.97;ATX;gold;1000;Full;Black
101;Asus TUF Gaming 1000G;149.99;ATX;gold;1000;Full;Black
102;Corsair AX1200;699;ATX;gold;1200;Full;
103;Corsair HX1200 Platinum;415;ATX;platinum;1200;Full;
104;Super Flower Leadex Platinum SE;144.99;ATX;platinum;1000;Full;White
105;SeaSonic FOCUS Plus 750 Gold;74.99;ATX;gold;750;Full;
106;Asus TUF Gaming 850G;139.99;ATX;gold;850;Full;Black
107;Apevia Prestige;66.98;ATX;gold;800;false;Black
108;Asus Prime AP-750G;109.99;ATX;gold;750;Full;White / Black
109;ADATA XPG CORE Reactor 750;89.99;ATX;gold;750;Full;Black
110;Super Flower Leadex III Gold;99.99;ATX;gold;750;Full;Black
111;EVGA 600 GD;74.98;ATX;gold;600;false;Black
112;Apevia Galaxy;69.98;ATX;gold;850;Semi;Black
113;Cooler Master V850 SFX GOLD;;SFX;gold;850;Full;White
114;MSI MAG A750BN PCIE5;84;ATX;bronze;750;false;Black
115;Logisys PS480D;16.98;ATX;;480;false;
116;EVGA SuperNOVA 850 P5;119.99;ATX;platinum;850;Full;Black / Teal
117;Thermaltake Toughpower GF A3 Snow;;ATX;gold;1050;Full;White
118;Thermaltake Smart BM3;79.98;ATX;bronze;850;Semi;Black
119;EVGA 700 GD;84.99;ATX;gold;700;false;Black
120;Gigabyte UD1000GM;129.99;ATX;gold;1000;Full;Black
121;Corsair RM750 (2019);210.09;ATX;gold;750;Full;Black
122;Lian Li SP750;139.99;SFX;gold;750;Full;White
123;Corsair RM1200x SHIFT;205.99;ATX;gold;1200;Full / Side;Black
124;Corsair RM1000x;244.99;ATX;gold;1000;Full;
125;Lian Li SP850;146.94;SFX;gold;850;Full;White
126;SeaSonic FOCUS GX;129.99;ATX;gold;1000;Full;Black
127;Corsair RM1000x SHIFT;188.14;ATX;gold;1000;Full / Side;White
128;Thermaltake Toughpower GF3 TT Premium;289.99;ATX;gold;1650;Full;Black
129;Gigabyte UD1000GM PG5 (rev. 2.0);114.99;ATX;gold;1000;Full;Black
130;Asus ROG THOR P2 Gaming;199.99;ATX;platinum;850;Full;Black / Silver
131;EVGA 400 N1;69.09;ATX;;400;false;
132;SeaSonic FOCUS GX;94.99;ATX;gold;850;Full;Black
133;Corsair RM850x SHIFT;144.99;ATX;gold;850;Full / Side;Black
134;ADATA XPG Core Reactor II;104.99;ATX;gold;850;Full;White
135;be quiet! Straight Power 12;159.9;ATX;platinum;850;Full;Black
136;SeaSonic FOCUS Plus Gold;129.99;ATX;gold;1000;Full;Black
137;be quiet! Dark Power Pro 13;369.9;ATX;titanium;1300;Full;Black
138;SeaSonic FOCUS Gold;69.99;ATX;gold;550;Semi;
139;Deepcool PM850D;84.99;ATX;gold;850;false;Black
140;SeaSonic FOCUS Plus Platinum;134.99;ATX;platinum;850;Full;
141;Asus ROG THOR P2 Gaming;329.99;ATX;platinum;1000;Full;Silver / Black
142;Corsair RM1000x SHIFT;186.99;ATX;gold;1000;Full / Side;Black
143;SeaSonic VERTEX GX-1200;192.31;ATX;gold;1200;Full;Black / Silver
144;Thermaltake Toughpower GF3 TT Premium;102;ATX;gold;850;Full;Black
145;Apevia Premier;59.99;ATX;gold;650;Semi;Black
146;Cooler Master V SFX Platinum;215.53;SFX;platinum;1100;Full;Black
147;be quiet! System Power 10;;ATX;bronze;450;false;Black
148;G.Skill MB750G;82.99;ATX;gold;750;Full;Black
149;ADATA XPG CORE Reactor 650;84.94;ATX;gold;650;Full;Black
150;EVGA SuperNOVA 750 P5;169.99;ATX;platinum;750;Full;Black / Teal
151;Corsair RM750x SHIFT;89.99;ATX;gold;750;Full / Side;Black
152;EVGA SuperNOVA 1000G XC;124.99;ATX;gold;1000;Full;Black
153;EVGA 700 BR;71.98;ATX;bronze;700;false;
154;Super Flower Leadex;;ATX;platinum;2000;Full;
155;Asus ROG LOKI;;SFX;platinum;1000;Full;Silver / Black
156;Cooler Master MWE Bronze V2;719.3;ATX;bronze;650;false;Black
157;CoolMax I-500;26.68;ATX;;500;false;
158;EVGA 850 B5;99.99;ATX;bronze;850;Full;Black
159;Deepcool PQ850M;;ATX;gold;850;Full;Black
160;Lian Li SP850;141.87;SFX;gold;850;Full;Black
161;Thermaltake Smart BM3;89.99;ATX;bronze;750;Semi;Black
162;Athena Power AP-MTFX30;36.99;TFX;;300;false;
163;be quiet! Pure Power 12 M;146.9;ATX;gold;1200;Full;Black
164;Deepcool PQ1000M;129.99;ATX;gold;1000;Full;Black
165;EVGA SuperNOVA 850 GM;154.99;SFX;gold;850;Full;Black
166;Thermaltake Smart BX1;74.98;ATX;bronze;750;false;Black
167;be quiet! System Power 10;;ATX;bronze;650;false;Black
168;GameMax GX Pro Rampage;85.99;ATX;gold;850;Full;Black
169;be quiet! SFX L Power;130.53;SFX;gold;600;Full;
170;Deepcool PX850G;114.99;ATX;gold;850;Full;Black
171;SeaSonic S12III;64.81;ATX;bronze;500;false;Black
172;SeaSonic PRIME TX-1600 ATX 3.0;519.82;ATX;titanium;1600;Full;Black / Silver
173;Gigabyte P550B;78.98;ATX;bronze;550;false;Black
174;Asus TUF Gaming B;50.99;ATX;bronze;450;false;Black
175;Thermaltake Toughpower GF A3 - TT Premium Edition;89.99;ATX;gold;750;Full;Black
176;Corsair CX550 (2017);167.87;ATX;bronze;550;false;
177;MSI MPG A750GF WHITE;;ATX;gold;750;Full;White
178;EVGA SuperNOVA 550 GM;;SFX;gold;550;Full;Black
179;Cooler Master G700;69.99;ATX;gold;700;false;Black
180;EVGA SuperNOVA 750 G2;;ATX;gold;750;Full;
181;SeaSonic PRIME TX-1300 ATX 3.0;496.98;ATX;titanium;1300;Full;Black / Silver
182;Corsair SF600;215;SFX;platinum;600;Full;Black
183;Gigabyte UD-GM PG5;124.99;ATX;gold;850;Full;White
184;EVGA 750 N1;63.46;ATX;;750;false;
185;Deepcool PX1000G WH;153.98;ATX;gold;1000;Full;White
186;EVGA 650 GQ;94.95;ATX;gold;650;Semi;
187;Asus TUF Gaming 750G;99.99;ATX;gold;750;Full;Black
188;Gigabyte P-B;;ATX;bronze;650;false;Black
189;SeaSonic PRIME Ultra Titanium;;ATX;titanium;1000;Full;
190;Gigabyte P850GM;129.99;ATX;gold;850;Full;Black
191;Antec NeoECO Gold;139.38;ATX;gold;750;Full;
192;be quiet! SFX L Power;128.84;SFX;gold;500;Full;
193;Corsair RM1200x SHIFT;239.99;ATX;gold;1200;Full / Side;White
194;EVGA 600 W1;60.91;ATX;plus;600;false;
195;SeaSonic VERTEX GX-1000;169.99;ATX;gold;1000;Full;Black / Silver
196;EVGA 850 BQ;93.31;ATX;bronze;850;Semi;
197;Silverstone SFX;217.98;SFX;titanium;800;Full;
198;EVGA SuperNOVA 850G XC;99.99;ATX;gold;850;Full;Black
199;Corsair HX1000i;362.62;ATX;platinum;1000;Full;
200;SeaSonic VERTEX PX-1200;295;ATX;platinum;1200;Full;Black / Silver
201;Corsair RM850x (2018);174.88;ATX;gold;850;Full;Black
202;Silverstone SX500-G;107.99;SFX;gold;500;Full;
203;Deepcool PF500 230V;;ATX;plus;500;false;Black
204;Corsair CV750;;ATX;bronze;750;false;Black
205;ARESGAME AGV;;ATX;bronze;650;false;Black
206;EVGA SuperNOVA 1600 G2;599.99;ATX;gold;1600;Full;
207;Silverstone HELA 2050R Platinum;;ATX;;2050;Full;Black
208;be quiet! SFX Power 3 450;179.5;SFX;bronze;450;false;Black
209;be quiet! Dark Power 13;159.9;ATX;titanium;750;Full;Black
210;MSI MEG Ai1000P PCIE5;251;ATX;platinum;1000;Full;Black / Copper
211;SeaSonic S12III;69;ATX;bronze;650;false;Black
212;Thermaltake Toughpower GF3 TT Premium;99.99;ATX;gold;750;Full;Black
213;Vetroo GV1000;129.99;ATX;gold;1000;Full;White
214;Azza PSAZ-550W;54.31;ATX;bronze;550;false;Black
215;SeaSonic G12 GC;;ATX;gold;650;false;Black / Blue
216;Montech TITAN GOLD 850W;;ATX;gold;850;Full;Black
217;Thermaltake TR2 S;74.2;ATX;plus;600;false;Black
218;SeaSonic FOCUS SPX (2021);188.43;SFX;platinum;750;Full;Black
219;Asus ROG LOKI;213.99;SFX;platinum;850;Full;White / Silver
220;PowerSpec PS 650BF;58.99;ATX;bronze;650;false;Black
221;Corsair RM750x (2018);164.99;ATX;gold;750;Full;Black
222;PowerSpec PS 750BSM;72.98;ATX;bronze;750;Semi;Black
223;Corsair RM650x (2021);;ATX;gold;650;Full;Black
224;be quiet! System Power 10;238.16;ATX;bronze;750;false;Black
225;Montech CENTURY MINI;98.9;SFX;gold;750;Full;Black
226;Thermaltake TR2;62.09;ATX;;500;false;
227;MSI MPG A650GF;;ATX;gold;650;Full;Black
228;ADATA XPG PYLON;;ATX;bronze;650;false;Black
229;ARESGAME AGV;;ATX;bronze;500;false;Black
230;be quiet! Pure Power 12 M;149.9;ATX;gold;550;Full;Black
231;Corsair RM850x;174.88;ATX;gold;850;Full;
232;Corsair RM650x (2018);182.99;ATX;gold;650;Full;Black / Silver
233;Thermaltake Toughpower GF3 TT Premium;162.99;ATX;gold;1000;Full;Black
234;Asus ROG LOKI;207.99;SFX;platinum;850;Full;Black / Silver
235;be quiet! System Power 10;186.12;ATX;bronze;550;false;Black
236;be quiet! Straight Power 12;249.9;ATX;platinum;1500;Full;Black
237;EVGA SuperNOVA 750 GM;149.99;SFX;gold;750;Full;Black
238;Raidmax XT;30.99;ATX;;400;false;
239;EVGA SuperNOVA 650 G+;107.67;ATX;gold;650;Full;Black
240;EVGA 750 BP;71.99;ATX;bronze;750;false;Black
241;Silverstone SFX;111.67;SFX;gold;500;Full;
242;Thermaltake Smart BX1 650;59.99;ATX;bronze;650;false;Black
243;SeaSonic FOCUS PX;134.99;ATX;platinum;850;Full;Black
244;EVGA SuperNOVA 1300 GT;188.99;ATX;gold;1300;Full;Black
245;Asus ROG THOR 1200P;;ATX;platinum;1200;Full;Black
246;Asus ROG Strix;134.99;ATX;gold;750;Full;Black / Red
247;Corsair HX1200i;319.99;ATX;platinum;1200;Full;Black
248;Asus ROG LOKI;174.99;SFX;platinum;750;Full;Black / Silver
249;Asus ROG Strix Aura Edition;204.99;ATX;gold;1000;Full;Black
250;be quiet! System Power 10;302.47;ATX;gold;850;false;Black
251;Asus ROG-STRIX-850G;155.94;ATX;gold;850;Full;Black
252;Montech TITAN GOLD 1200W;140.24;ATX;gold;1200;Full;Black
253;Corsair CX650 (2017);126;ATX;bronze;650;false;
254;Silverstone DA850 Gold;;ATX;gold;850;Full;Black / White
255;Gigabyte P650G (US);;ATX;gold;650;false;Black
256;Apevia Signature;68.98;ATX;bronze;1050;Semi;Black
257;Super Flower Leadex Platinum SE;139.99;ATX;platinum;1000;Full;Black
258;EVGA 700 BQ;74.98;ATX;bronze;700;Semi;Black
259;Super Flower Leadex Platinum SE;159.99;ATX;platinum;1200;Full;Black
260;Phanteks Revolt SFX;199.99;SFX;platinum;850;Full;Black
261;Thermaltake Toughpower GF A3 - TT Premium Edition;139.99;ATX;gold;1050;Full;Black
262;EVGA 750 GQ;99;ATX;gold;750;Semi;
263;EVGA SuperNOVA 650 P5;94.99;ATX;platinum;650;Full;Black / Teal
264;MSI MPG A1000G;299.39;ATX;gold;1000;Full;Black
265;Deepcool PF600 230V;;ATX;plus;600;false;Black
266;Deepcool PK500D;;ATX;bronze;500;false;Black
267;EVGA SuperNOVA 1000 G+;341.99;ATX;gold;1000;Full;Black
268;MSI MPG A850GF;192.9;ATX;gold;850;Full;Black
269;Deepcool PK600D;;ATX;bronze;600;false;Black
270;Cooler Master MWE Gold V2 ATX3.0;139.97;ATX;gold;1050;Full;Black
271;Super Flower Leadex III Gold;99.99;ATX;gold;850;Full;Black
272;Cooler Master MWE Gold V2 ATX3.0;;ATX;gold;850;Full;Black
273;be quiet! Pure Power 11;;ATX;gold;500;false;Black
274;EVGA SuperNOVA 850 G5;144.87;ATX;gold;850;Full;Black / Green
1036;Cooler Master B500 ver.2;;ATX;plus;500;false;
275;Thermaltake Toughpower GF A3 - TT Premium Edition;181.05;ATX;gold;1200;Full;Black
276;Super Flower Leadex Titanium;189.99;ATX;titanium;1000;Full;Black
277;Corsair AX1200i;587.73;ATX;platinum;1200;Full;
278;Thermaltake Smart BM2;;ATX;bronze;550;Semi;Black
279;Deepcool PF650 230V;;ATX;plus;650;false;Black
280;Deepcool PK750D;;ATX;bronze;750;false;Black
281;be quiet! Pure Power 11 600;143.58;ATX;gold;600;false;Black
282;EVGA 450 BR;109.99;ATX;bronze;450;false;
283;Cooler Master V650 SFX GOLD;;SFX;gold;650;Full;Black
284;Corsair CX750 (2017);94.99;ATX;bronze;750;false;
285;Thermaltake Smart BM3;79.98;ATX;bronze;650;Semi;Black
286;Corsair HX1000 Platinum;369.95;ATX;platinum;1000;Full;
287;SeaSonic B12 BC;;ATX;bronze;750;false;
288;Corsair CX450M (2015);;ATX;bronze;450;Semi;
289;Silverstone SFX;75.84;SFX;bronze;300;false;Black
290;Thermaltake Toughpower GF A3 ATX 3.0;;ATX;gold;850;Full;Black
291;Corsair RM650 (2019);219.99;ATX;gold;650;Full;Black
292;EVGA SuperNOVA 750 G3;;ATX;gold;750;Full;
293;Asus Prime AP-850G;129.99;ATX;gold;850;Full;White / Black
294;Corsair RM850;179.96;ATX;gold;850;Full;Black
295;CoolMax ZX-500;39.99;ATX;plus;500;false;
296;Cooler Master M2000;;ATX;platinum;2000;Full;Black
297;Silverstone FX500-G;139.99;Flex ATX;gold;500;false;Black
298;Segotep GM;;ATX;gold;750;Full;Black
299;EVGA SuperNOVA 1000 P3;189.99;ATX;platinum;1000;Full;Black / Silver
300;Corsair VS350;;ATX;plus;350;false;Black
301;SeaSonic FOCUS;101.99;ATX;gold;850;Semi;Black
302;Azza PSAZ-650W;60.65;ATX;bronze;650;false;Black
303;SeaSonic G12 GC;;ATX;gold;750;false;Black / Blue
304;EVGA SuperNOVA 850 G3;;ATX;gold;850;Full;
305;Corsair HX850 Platinum;;ATX;platinum;850;Full;
306;Cooler Master MWE Bronze V2;;ATX;bronze;600;false;Black
307;Cooler Master MWE Bronze V2;;ATX;bronze;550;false;Black
308;Thermaltake Toughpower;;ATX;gold;650;Semi;
309;Corsair SF600;214.99;SFX;gold;600;Full;
310;Corsair RM850x SHIFT;169.99;ATX;gold;850;Full / Side;White
311;Thermaltake Toughpower GF1 (2024);94.17;ATX;gold;750;Full;Black
312;Deepcool PK550D;;ATX;bronze;550;false;Black
313;Apevia Galaxy;79.98;ATX;gold;1000;Semi;Black
314;Corsair CX550M;178;ATX;bronze;550;Semi;
315;Silverstone SX1000-LPT;230.8;SFX;platinum;1000;Full;Black
316;Silverstone FX600 Platinum;179.52;Flex ATX;;600;false;Black
317;EVGA SuperNOVA 1200 P3;209.99;ATX;platinum;1200;Full;Black / Silver
318;Cooler Master MWE Bronze V2;;ATX;bronze;750;false;Black
319;Asus ROG LOKI;;SFX;titanium;1200;Full;Black / White
320;be quiet! System Power 9 500 CM;;ATX;bronze;500;Semi;Black
321;Asus ROG Strix Aura Edition;234.99;ATX;gold;1200;Full;Black
322;Thermaltake Smart RGB 230V;149;ATX;plus;500;false;Black
323;EVGA GE;;ATX;gold;800;false;Black
324;MSI MAG A1000GL PCIE5;179;ATX;gold;1000;Full;Black
325;EVGA SuperNOVA 650 GA;120.69;ATX;gold;650;Full;Black
326;Thermaltake Toughpower;;ATX;gold;750;Semi;
327;SeaSonic FOCUS SGX;;SFX;gold;650;Full;Black
328;Thermaltake Toughpower SFX;159.99;SFX;gold;750;Full;Black
329;Asus ROG THOR 850P;349.99;ATX;platinum;850;Full;Black / Red
330;GameMax GX Pro Rampage;109.99;ATX;gold;850;Full;White
331;EVGA 500 GD;109.99;ATX;gold;500;false;Black
332;Corsair RM850x White;279;ATX;gold;850;Full;White / Black
333;EVGA 600 BQ;145.28;ATX;bronze;600;Semi;
334;EVGA 650 BQ;128.99;ATX;bronze;650;Semi;
335;Corsair RM750;171.99;ATX;gold;750;Full;Black
336;EVGA 650 N1;57.52;ATX;;650;false;
337;Silverstone DA650 Gold;;ATX;gold;650;Full;Black / White
338;Deepcool DQ750-M-V2L;99.99;ATX;gold;750;Full;Black / Green
339;Corsair CV450;;ATX;bronze;450;false;Black
340;SeaSonic G12 GM;;ATX;gold;750;Semi;Black / Blue
341;Deepcool PX850G WH;155.73;ATX;gold;850;Full;White
342;Deepcool PF400 230V;;ATX;plus;400;false;Black
343;Corsair CX650M;143.88;ATX;bronze;650;Semi;
344;SeaSonic FOCUS GX;;ATX;gold;550;Full;Black
345;GameMax RGB Rainbow;109.99;ATX;gold;850;Full;Black
346;ADATA XPG Core Reactor II;129.99;ATX;gold;1000;Full;Black
347;SeaSonic VERTEX PX-1000;253.2;ATX;platinum;1000;Full;Black / Silver
348;PowerSpec PS 650GSM;76.98;ATX;gold;650;Semi;Black
349;Thermaltake Toughpower GF3 TT Premium;189.99;ATX;gold;1350;Full;Black
350;GameMax GX Pro Rampage;159.99;ATX;platinum;1050;Full;White
351;Silverstone HELA 1200R;235.1;ATX;platinum;1200;Full;Black
352;EVGA SuperNOVA 1000 G5;171.46;ATX;gold;1000;Full;Black / Green
353;Cooler Master MWE Gold V2 ATX3.0;159.99;ATX;gold;1250;Full;Black
354;be quiet! Straight Power 12;139.9;ATX;platinum;750;Full;Black
355;be quiet! Pure Power 11;;ATX;bronze;300;false;Black
356;Aerocool LUX RGB 750M (230V EU);100.42;ATX;bronze;750;Semi;Black
357;be quiet! Straight Power 11 750W;260;ATX;gold;750;Full;
358;EVGA 850 GQ;;ATX;gold;850;Semi;
359;Montech CENTURY G5;;ATX;gold;750;Full;Black
360;Asus ROG Strix Aura Edition;;ATX;gold;1000;Full;White
361;Fractal Design Ion Gold;128.29;ATX;gold;550;Full;Black
362;ADATA XPG PYLON;;ATX;bronze;750;false;Black
363;Super Flower Leadex Titanium;299.99;ATX;titanium;1600;Full;Black
364;KOLINK ENCLAVE;;ATX;gold;500;Full;Black
365;EVGA SuperNOVA 650 G3;172.49;ATX;gold;650;Full;
366;Corsair HX1500i (2022);367;ATX;platinum;1500;Full;Black
367;Thermaltake TR2 S;94.82;ATX;plus;700;false;Black
368;Deepcool PX1200G;149.99;ATX;gold;1200;Full;Black
369;EVGA SuperNOVA 650 G5;104.99;ATX;gold;650;Full;Black / Green
370;Corsair VS550 (2018);;ATX;plus;550;false;
371;Asus TUF Gaming B;45.99;ATX;bronze;550;false;Black
372;Asus ROG THOR P2 Gaming EVA Edition;511.83;ATX;platinum;1000;Full;Black / Silver
373;Cooler Master G600;;ATX;gold;600;false;Black
374;Corsair CX600;;ATX;bronze;600;false;
375;KOLINK Core;;ATX;plus;600;false;Black
376;EVGA 750 BQ;149.88;ATX;bronze;750;Semi;
377;GameMax RGB Rainbow;99.99;ATX;gold;750;Full;Black
378;Corsair AX1500i;649;ATX;titanium;1500;Full;
379;be quiet! System Power 9 CM;158.8;ATX;bronze;400;Semi;Black
380;Thermaltake Toughpower GF3 TT Premium;156.49;ATX;gold;1200;Full;Black
381;SeaSonic 1000FX WHITE;;ATX;gold;1000;Full;White
382;Corsair CX650F;199.99;ATX;bronze;650;Full;Black
383;Thermalright TG;;ATX;gold;650;Full;White
384;ARESGAME AGV;;ATX;bronze;750;Semi;Black
385;Corsair RM750x White (2018);220;ATX;gold;750;Full;White / Black
386;Corsair RM750x;164.92;ATX;gold;750;Full;
387;Cooler Master MWE Gold 650;;ATX;gold;650;Full;Black
388;GAMDIAS KRATOS M1 B;69.98;ATX;bronze;750;false;Black
389;Segotep GP;;ATX;gold;600;false;Black
390;Montech TITAN GOLD 1000W;140.24;ATX;gold;1000;Full;Black
391;Thermaltake Toughpower GF1 PE;144.98;ATX;gold;850;Full;Black
392;Logisys PS480D2;16.98;ATX;;480;false;
393;Enermax Revolution D.F. X;129.99;ATX;gold;1050;Full;Black
394;Silverstone SST-TX300;74.98;TFX;bronze;300;false;Black
395;Corsair TX650M;;ATX;gold;650;Semi;Black
396;Corsair CX500M;;ATX;bronze;500;Semi;
397;Super Flower LEADEX VII XG;179.99;ATX;gold;1000;Full;Black
398;Cooler Master V750 Gold i;;ATX;gold;750;Full;Black / Gold
399;Corsair SF450;265;SFX;platinum;450;Full;Black
400;Silverstone DA750 Gold;134.43;ATX;gold;750;Full;Black / White
401;Sparkle FSP350-60GNV;69.99;SFX;;350;false;
402;ADATA XPG FUSION 1600;627.75;ATX;titanium;1600;Full;Black / Silver
403;Silverstone FX350-G;97.99;Flex ATX;gold;350;false;Black
404;Corsair TX550M Gold;229.99;ATX;gold;550;Semi;
405;GameMax RGB Rainbow;;ATX;gold;550;Full;Black
406;FSP Group Hydro Ti PRO,Gen 5;259.99;ATX;titanium;1000;Full;Black
407;Super Flower Leadex Titanium;199.99;ATX;titanium;850;Full;Black
408;FSP Group Hydro G Pro;147.61;ATX;gold;1000;Full;Black
