id;name;price;type;efficiency;wattage;modular;color
1848;SeaSonic PRIME Ultra Gold 550;;ATX;gold;550;Full;Black
1849;Rosewill Capstone;;ATX;gold;750;false;
1850;Thermaltake Toughpower Grand;;ATX;platinum;700;Semi;
1851;LEPA N;;ATX;;500;false;
1852;HEC X-Power Pro 600;;ATX;;600;false;
1853;Cooler Master eXtreme Power;;ATX;;600;false;
1854;Cooler Master Silent Pro Gold;;ATX;gold;1000;Semi;
1855;OCZ StealthXstream II;;ATX;plus;600;false;
1856;OCZ Fatal1ty;;ATX;bronze;750;Semi;
1857;Rosewill Stallion;;ATX;;400;false;
1858;Silverstone Strider;;ATX;bronze;650;false;
1859;Thermaltake Toughpower XT;;ATX;bronze;575;Full;
1860;Antec NeoECO 650 Gold;;ATX;gold;650;Semi;Black
1861;be quiet! Pure Power L7;;ATX;plus;350;false;
1862;Nexus NX-5000 R3;;ATX;bronze;530;false;
1863;Thermaltake Toughpower DPS G RGB Titanium;;ATX;titanium;1000;Full;
1864;Corsair GS800 2013 Edition;;ATX;bronze;800;false;
1865;Thermaltake Smart;;ATX;bronze;650;Semi;
1866;BitFenix Whisper M;;ATX;gold;650;Full;
1867;Apex AG-M;;ATX;gold;650;Full;Black
1868;Cooler Master MasterWatt Maker;;ATX;titanium;1200;Full;
1869;SeaSonic PRIME Platinum;;ATX;platinum;650;Full;
1870;Segotep GF;;SFX;gold;750;Full;White
1871;KOLINK Continuum;;ATX;platinum;1200;Full;Black
1872;Segotep GM;;ATX;gold;1000;Full;Black
1873;Cooler Master V Semi-Modular;;ATX;gold;650;Semi;
1874;Silverstone Essential;;ATX;gold;650;Semi;Black / Blue
1875;Cooler Master G450M;;ATX;bronze;450;Semi;
1876;Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Active PFC Power Supply;;ATX;;680;Semi;
1877;Corsair TX650 V2;;ATX;bronze;650;false;
1878;NZXT HALE 90;;ATX;gold;1000;Full;
1879;Thermaltake Toughpower;;ATX;gold;750;false;
1880;Raidmax RX-500AF;;ATX;bronze;500;false;
1881;FSP Group VITA-1000GM;;ATX;gold;1000;Full;Black
1882;FSP Group AU-500FL;;ATX;gold;500;Semi;
1883;Tacens AP II;;ATX;;500;false;Black / Green
1884;Cooler Master V850 Platinum;;ATX;platinum;850;Full;Black
1885;EVGA SuperNOVA 1000 PQ;;ATX;platinum;1000;Semi;Black
1886;Zalman TeraMax II;;ATX;gold;850;Full;Black
1887;Zalman TeraMax II;;ATX;gold;1000;Full;Black
1888;FSP Group Berserker 500;;ATX;bronze;500;false;
1889;Cooler Master Hyper White;;ATX;plus;600;false;Black
1890;be quiet! PURE POWER L8 400W;;ATX;bronze;400;false;
1891;SeaSonic Platinum;;ATX;platinum;520;Full;
1892;Rosewill PHOTON-1200;;ATX;gold;1200;Full;
1893;Rosewill PHOTON-1050;;ATX;gold;1050;Full;
1894;Cooler Master MWE GOLD 550 V2;;ATX;gold;550;false;Black
1895;Silverstone Strider;;ATX;gold;1500;Full;
1896;Fractal Design Integra M;;ATX;bronze;650;Semi;
1897;be quiet! Straight Power 10 CM;;ATX;gold;500;Semi;
1898;Thermaltake Smart BX1 450;;ATX;bronze;450;false;Black
1899;Enermax REVOLUTION DUO;;ATX;gold;700;false;Black
1900;Azza PSAZ-700A14;;ATX;bronze;700;false;
1901;Cougar COUGAR-RS650;;ATX;plus;650;false;
1902;Azza PSAZ-850B14;;ATX;;850;false;
1903;SeaSonic Snow Silent;;ATX;platinum;750;Full;
1904;SeaSonic PRIME Gold;;ATX;gold;1000;Full;
1905;FSP Group SFX Pro;;SFX;bronze;350;false;Black
1906;Super Flower Leadex Gold;299.99;ATX;gold;1300;Full;
1907;Enermax MaxTytan;;ATX;titanium;800;Full;
1908;Enermax MaxTytan;369.99;ATX;titanium;1050;Full;
1909;Rosewill CS-850M;;ATX;gold;850;Full;Black
1910;RAIJINTEK CRATOS;;ATX;gold;1000;Full;White
1911;Antec True Power;230.81;ATX;bronze;850;Full;
1912;Thermaltake Toughpower iRGB PLUS 1200 Platinum;;ATX;platinum;1200;Full;Black
1913;Fractal Design Anode Bronze;145.49;ATX;bronze;550;Semi;Black
1914;Thermalright TP;;ATX;platinum;1000;Full;Black
1915;SeaSonic 850FX WHITE;;ATX;gold;850;Full;White
1916;Raidmax Vampire;;ATX;gold;700;Semi;
1917;Deepcool DQ650ST;;ATX;gold;650;false;
1918;Rosewill HIVE;;ATX;bronze;550;Full;
1919;LC-Power LC6350 V2.3;;ATX;bronze;350;false;Black
1920;XFX XTR;;ATX;gold;550;Full;
1921;XFX XTR;;ATX;gold;650;Full;
1922;Fractal Design Edison M;;ATX;gold;450;Semi;
1923;Thermaltake Smart;;ATX;plus;630;false;
1924;Thermaltake Toughpower XT;;ATX;gold;1375;Semi;
1925;Cougar VTE X2;;ATX;plus;700;false;Black
1926;SeaSonic M12II;;ATX;bronze;850;Semi;
1927;Cooler Master Silent Pro Hybrid;;ATX;gold;1050;Full;
1928;Rosewill RX750-S-B;;ATX;plus;750;false;
1929;Zalman ACRUX;;ATX;platinum;850;Full;Black / Silver
1930;Antec Earthwatts;124.98;ATX;bronze;500;false;
1931;HEC HEC350TEWX;;ATX;plus;350;false;
1932;Cooler Master GX;;ATX;plus;650;false;
1933;Cooler Master Silent Pro M;;ATX;bronze;1000;Semi;
1934;Enermax ELT720AWT-ECO_II;;ATX;plus;720;Full;
1935;Thermaltake TR2;;ATX;bronze;500;false;
1936;Thermaltake TR2;;ATX;bronze;600;false;
1937;Thermaltake TR2;;ATX;plus;1200;Semi;
1938;Zalman ZM500-HP;;ATX;;500;Semi;
1939;Thermaltake TR2;;ATX;gold;500;false;
1940;Deepcool PM600D;;ATX;gold;600;false;Black
1941;Rosewill Quark 750;;ATX;platinum;750;Full;
1942;be quiet! STRAIGHT POWER E9 | 450W;;ATX;gold;450;false;
1943;Thermaltake Toughpower DPS G RGB Titanium;;ATX;titanium;850;Full;
1944;Cooler Master i700;;ATX;bronze;700;false;
1945;Cooler Master MasterWatt 650 TUF Gaming Alliance Edition;;ATX;bronze;650;Semi;Black / Gray
1946;Antec High Current Gamer Gold;;ATX;gold;1000;Full;Black
1947;Super Flower Leadex III Super Pro;;ATX;bronze;550;Full;Black
1948;Cooler Master GXII;;ATX;bronze;750;false;
1949;FSP Group Dagger 600;;SFX;gold;600;Full;Black
1950;Thermalright AG-850;;ATX;gold;850;Full;White
1951;Cooler Master GX;;ATX;plus;750;Semi;
1952;be quiet! PURE POWER 9 CM;;ATX;silver;600;Semi;
1953;Zalman zm-750-XG;;ATX;gold;750;Semi;
1954;Fractal Design Newton R3;;ATX;platinum;1000;Semi;
1955;Azza PSAZ-850PT14;;ATX;platinum;850;Semi;
1956;SeaSonic PRIME Platinum;;ATX;platinum;750;Full;
1957;KOLINK Core;;ATX;plus;500;false;Black
1958;Rosewill CFZ;;ATX;bronze;600;Semi;Black
1959;Cooler Master V Gold;;ATX;gold;750;Full;Black
1960;KOLINK Classic Power;;ATX;bronze;400;false;Black / Red
1961;Antec High Current Gamer;;ATX;bronze;620;false;
1962;EVGA SuperNOVA NEX1500 Classified;;ATX;gold;1500;Full;
1963;Antec High Current Gamer;;ATX;bronze;520;false;
1964;Thermaltake Toughpower;;ATX;gold;650;false;
1965;SeaSonic X;;ATX;gold;660;Full;
1966;XFX Core Edition;;ATX;bronze;650;false;
1967;be quiet! Pure Power L8;;ATX;bronze;500;false;
1968;Silverstone Essential;;ATX;bronze;750;false;Black
1969;SeaSonic S12G;;ATX;gold;650;false;
1970;Sparkle ATX-300PA;189.99;ATX;;300;false;
1971;be quiet! System Power 10 U;;ATX;gold;850;false;Black
1972;Diablotek PSDA300;;ATX;;300;false;
1973;Fractal Design Integra M;;ATX;bronze;750;Semi;
1974;Fractal Design Integra M;;ATX;bronze;450;Semi;
1975;Nfortec Sagitta RGB;;ATX;gold;850;Full;Black
1976;Fractal Design Tesla R2;;ATX;gold;650;false;
1977;Deepcool GamerStorm DQ-M;;ATX;gold;850;Full;Black / Silver
1978;be quiet! Straight Power 10 CM;;ATX;gold;700;Semi;
1979;Antec High Current Gamer Extreme;;ATX;gold;850;Full;
1980;Super Flower Golden Green HX;;ATX;gold;550;false;
1981;LC-Power LC6460GP3 V2.3 230V;;ATX;silver;460;false;Black
1982;Thermaltake Toughpower;;ATX;gold;1000;Semi;
1983;SeaSonic Platinum;;ATX;platinum;1050;Full;
1984;EVGA 500 BT;;ATX;bronze;500;false;Black
1985;Thermaltake Toughpower DPS G;;ATX;gold;650;Full;
1986;Enermax Revolution D.F. 12;129.99;ATX;gold;750;Full;Black
1987;KOLINK KL-SFX450;;SFX;bronze;450;false;Black / Green
1988;Antec Earthwatts Green;104.64;ATX;bronze;430;false;
1989;LC-Power LC8550 V2.31 Prophet;;ATX;bronze;550;Semi;Black / Blue
1990;Logisys PS550E12;;ATX;;550;false;
1991;Deepcool DQ550ST;;ATX;gold;550;false;
1992;Cooler Master V450;;ATX;gold;450;Semi;
1993;Corsair GS500;;ATX;plus;500;false;
1994;BitFenix Formula Gold 450;;ATX;gold;450;false;
1995;BitFenix Formula Gold 550;;ATX;gold;550;false;
1996;Enermax REVOLUTION X't;;ATX;gold;630;Semi;
1997;Ultra X4;;ATX;bronze;750;Full;
1998;Fractal Design Edison M;;ATX;gold;750;Semi;
1999;be quiet! Pure Power 10 CM;;ATX;silver;700;Semi;
2000;Apevia ATX-VS450W;;ATX;;450;false;
2001;Thortech Thunderbolt PLUS;;ATX;gold;1200;Full;
2002;Chieftec Polaris 3.0;176.68;ATX;gold;850;Full;Black
2003;Chieftec Polaris 3.0;;ATX;gold;1250;Full;Black
2004;PC Power & Cooling Silencer MK III;;ATX;bronze;500;Semi;
2005;SeaSonic PRIME Ultra Gold 650;;ATX;gold;650;Full;Black
2006;Antec True Power;;ATX;bronze;550;Full;
2007;Antec True Power;;ATX;bronze;750;Semi;
2008;In Win Commander;;ATX;plus;1200;Full;
2009;Raidmax RX-1200AE;;ATX;bronze;1200;Semi;
2010;Rosewill Green;;ATX;bronze;700;false;
2011;Thermaltake Toughpower XT;;ATX;bronze;675;Semi;
2012;XFX Black Edition;;ATX;silver;750;Full;
2013;Zalman ZM770-XT;;ATX;bronze;770;Full;
2014;Thermaltake TR2;;ATX;gold;600;false;
2015;Enermax REVOLUTION X't;;ATX;gold;730;Semi;
2016;Enermax NAXN ADV.;;ATX;bronze;550;false;
2017;Cooler Master New GX;;ATX;plus;550;false;
2018;FSP Group AURUM S 400W;;ATX;gold;400;false;
2019;Rosewill Quark 850;;ATX;platinum;850;Full;
2020;FSP Group Hydro G;;ATX;gold;650;Full;
2021;Antec High Current Gamer;;ATX;bronze;400;Semi;
2022;Apevia Raptor;;ATX;;450;false;Black / Red
2023;Antec NeoECO 550 Gold;;ATX;gold;550;Semi;Black
2024;be quiet! Dark Power Pro 10;;ATX;gold;750;Semi;
2025;Thermaltake Toughpower DPS G RGB;;ATX;titanium;1250;Full;
2026;SeaSonic PRIME Gold;;ATX;gold;650;Full;
2027;Topower TOP-800WB;;ATX;bronze;800;false;
2028;FSP Group Twins;;ATX;gold;500;false;
2029;FSP Group Twins;;ATX;gold;700;false;
2030;Antec VP PLUS;;ATX;plus;550;false;Black
2031;Thermaltake Toughpower GF A3 - TT Premium Edition;;ATX;gold;850;Full;Black
2032;RAIJINTEK CRATOS;;ATX;gold;1200;Full;Black
2033;Rosewill TOKAMAK 1200;;ATX;titanium;1200;Full;
2034;CoolMax ZU-500B;;ATX;bronze;500;Semi;
2035;Super Flower Leadex V Pro;;ATX;gold;850;Full;Black
2036;Thermaltake Smart;;ATX;bronze;1200;Semi;
2037;GAMDIAS ASTRAPE P1 G;;ATX;gold;750;Full;Black / Multicolor
2038;Raidmax RX-735AP;;ATX;bronze;735;Semi;
2039;Xigmatek NRP-MC1002;;ATX;bronze;1000;Full;
2040;StarTech ATX2POWER350;150;ATX;;350;false;
2041;Silverstone Strider;;ATX;gold;500;false;
2042;RIOTORO ENIGMA G2;;ATX;gold;650;Full;Black / Yellow
2043;Silverstone Strider;;ATX;gold;650;Full;
2044;Cougar VTX;;ATX;bronze;700;false;
2045;Sentey MBP HM;;ATX;bronze;550;Semi;Black
2046;KOLINK Core RGB;;ATX;plus;600;false;Black
2047;KOLINK Continuum;;ATX;platinum;850;Full;Black
2048;PC Power & Cooling Silencer Mk II;;ATX;silver;750;false;
2049;KOLINK KL-SFX350;;SFX;bronze;350;false;Black / Green
2050;In Win PB;;ATX;gold;650;Full;
2051;Fractal Design Tesla R2;;ATX;gold;800;false;
2052;OCZ ZX;;ATX;gold;850;Semi;
2053;OCZ ZX;;ATX;gold;1250;Full;
2054;Rosewill LEPTON 600;;ATX;gold;600;Semi;Black
2055;Cooler Master MASTERWATT MAKER MIJ;;ATX;titanium;1200;Full;
2056;Thermaltake Toughpower;;ATX;gold;550;false;
2057;XFX P1-750S-NLB9;;ATX;bronze;750;false;
2058;Thermaltake Toughpower XT;;ATX;bronze;650;Full;
2059;FSP Group Hydro PTM PRO,Gen5;;ATX;platinum;1650;Full;Black
2060;Xilence Performance A+ III;;ATX;bronze;550;false;Black / Red
2061;XFX TS;;ATX;gold;750;false;
2062;FSP Group Raider S 450;;ATX;silver;450;false;
2063;Enermax Platimax;;ATX;platinum;1350;Full;Black
2064;Rosewill CMG850;;ATX;gold;850;Full;Black
2065;Phanteks PH-P650GS;;ATX;gold;650;false;Black
2066;Zalman TeraMax II;;ATX;gold;750;Full;White
2067;Raidmax Cobra;;ATX;gold;1000;Semi;
2068;Cougar GX-F;;ATX;gold;650;Full;Black / Orange
2069;Cougar GX-F;;ATX;gold;750;Full;Black / Orange
2070;be quiet! Power Zone 1000W;;ATX;bronze;1000;Full;
2071;G.Skill PS1250P;;ATX;platinum;1250;Full;Black
2072;OCZ Fatal1ty;;ATX;bronze;550;Full;
2073;XFX ProSeries;;ATX;silver;850;Semi;
2074;Cooler Master VSM;;ATX;gold;650;Semi;
2075;Antec Earthwatts Green;;ATX;bronze;750;false;
2076;Antec High Current Pro;;ATX;gold;750;Semi;
2077;Rosewill ARC 550;;ATX;bronze;550;false;
2078;Nfortec Sagitta RGB;;ATX;gold;750;Full;Black
2079;OCZ ZS;;ATX;bronze;750;false;
2080;Cougar BXM850;;ATX;bronze;850;Semi;Orange / Black
2081;Fractal Design Integra R2;;ATX;bronze;500;false;
2082;Athena Power AP-P4ATX80FEP8;;ATX;bronze;800;false;
2083;Fractal Design Integra R2;;ATX;bronze;750;false;
2084;Sentey ERP-700-SS;;ATX;;700;false;
2085;Antec High Current Gamer Extreme;;ATX;gold;1000;Full;
2086;Cooler Master MasterWatt;;ATX;bronze;450;Semi;Black
2087;SeaSonic PRIME Gold;;ATX;gold;850;Full;
2088;FSP Group AU-750M;;ATX;gold;750;Semi;
2089;Ultra X4 Special Edition;;ATX;bronze;1000;Full;
2090;Cooler Master GXII;;ATX;bronze;550;false;
2091;iStarUSA TC-1200PD8G;311.99;ATX;;1200;Full;Gray
2092;Thermaltake Toughpower DPS G;;ATX;gold;750;Full;
2093;Athena Power AP-MFATX50P8;179.99;Flex ATX;silver;500;false;
2094;Enermax MarbleBron;;ATX;bronze;850;Semi;White
2095;Deepcool PM700D;;ATX;gold;700;false;Black
2096;Thermaltake Toughpower;;ATX;silver;1500;Semi;
2097;be quiet! POWER 2;;SFX;bronze;400;false;
2098;Enermax REVOLUTION87+;;ATX;gold;550;Semi;
2099;Fractal Design Edison M;;ATX;gold;550;Semi;
2100;SeaSonic SS-600ES;100.26;ATX;bronze;600;false;Gray
2101;Rosewill Capstone;;ATX;gold;1000;Semi;Black
2102;SeaSonic SS-750HT Silver;;ATX;silver;750;false;
2103;Thermaltake Toughpower Grand;;ATX;platinum;1200;Full;
2104;Cougar POLAR X2;;ATX;platinum;1050;Full;White / Gray
2105;Chieftec Polaris 3.0;216.85;ATX;gold;1050;Full;Black
2106;Rosewill Capstone;;ATX;gold;450;false;
2107;Cooler Master Silent Pro Hybrid;;ATX;gold;1300;Full;
2108;Thermaltake EVO_Blue;;ATX;gold;750;Semi;
2109;Raidmax RX-450K;;ATX;;450;false;
2110;Athena Power AP-TFX40;;TFX;bronze;400;false;
2111;Cougar SL400;;ATX;;400;false;
2112;Silverstone Strider;;ATX;plus;400;false;
2113;Zalman ACRUX;;ATX;platinum;1000;Full;Black / Silver
2114;SeaSonic X;;ATX;gold;1050;Full;
2115;Cougar RX500;;ATX;plus;500;false;
2116;Antec Earthwatts;;ATX;plus;750;false;
2117;Antec True Power;;ATX;bronze;1000;Full;
2118;Antec True Power;;ATX;silver;1200;Semi;
2119;Antec True Power;;ATX;silver;1200;Full;
2120;Apevia ATX-AS500W-BK;;ATX;;500;false;
2121;Mushkin MKNPSJL800;;ATX;silver;800;false;
2122;CoolMax CL-700B;;ATX;;700;false;
2123;SeaSonic SSP-350ST;;ATX;bronze;350;false;
2124;Rosewill Stallion;;ATX;;500;false;
2125;Silverstone Nightjar;;ATX;bronze;400;false;
2126;Sunbeam PSU-COM780-BK-US;;ATX;;780;Full;
2127;Thermaltake Toughpower Grand;;ATX;gold;750;Semi;
2128;Thermaltake TR2;;ATX;plus;700;false;
2129;Thermaltake TR2;;ATX;;650;Full;
2130;be quiet! System Power U9;;ATX;bronze;500;false;Black
2131;Rosewill CFZ;;ATX;bronze;750;Semi;Black
2132;Rosewill Quark 1000;;ATX;platinum;1000;Full;
2133;SeaSonic Core GC;;ATX;gold;550;false;Black / Yellow
2134;CoolMax ZU-700B;;ATX;bronze;700;Semi;
2135;SeaSonic M12II 850 EVO;;ATX;bronze;850;Full;Black
2136;Antec High Current Pro;;ATX;platinum;1000;Full;
2137;EVGA SuperNOVA NEX1500 Classified;;ATX;gold;1500;Full;
2138;CoolMax ZU-1000B;;ATX;bronze;1000;Semi;
2139;XFX XT;;ATX;bronze;400;false;
2140;Deepcool PL800D;;ATX;bronze;800;false;Black
2141;Enermax MarbleBron;;ATX;bronze;650;Semi;Black
2142;Silverstone Zeus;;ATX;silver;1350;Full;
2143;Antec NeoECO Platinum;;ATX;platinum;750;Full;Black
2144;BitFenix Whisper M;;ATX;gold;550;Full;
2145;Enermax ETL450AWT-M;;ATX;bronze;450;Semi;
2146;CoolMax ZU-600B;;ATX;bronze;600;Semi;
2147;Thermaltake Smart;;ATX;bronze;1000;Semi;
2148;FSP Group Berzerker;;ATX;bronze;500;false;
2149;Silverstone Strider Platinum;;ATX;platinum;1000;Full;
2150;Super Flower Leadex Titanium;;ATX;titanium;750;Full;Black
2151;Silverstone Strider Platinum;;ATX;platinum;550;Full;
2152;In Win GreenMe 650;;ATX;bronze;650;false;
2153;Antec EA-750 Platinum;;ATX;platinum;750;false;
2154;Cougar GX-S;;ATX;gold;450;false;
2155;Silverstone Strider;;ATX;gold;700;false;
2156;Antec High Current Pro;;ATX;platinum;850;Full;
2157;Xigmatek NRP-MC802;;ATX;bronze;800;Full;
2158;Deepcool PN850M WH;;ATX;gold;850;Full;White
2159;Zalman zm-650-XG;;ATX;gold;650;Semi;
2160;StarTech ATX2POWER450;;ATX;;450;false;
2161;EVGA 550 GD;;ATX;gold;550;false;Black
2162;Thermaltake Toughpower PF1 - TT Premium Edition;;ATX;platinum;1200;Full;Black
2163;NZXT HALE 90;;ATX;gold;850;Full;
2164;Rosewill LEPTON;;ATX;gold;500;Semi;Black
2165;LC-Power LC1200P V3.0;;ATX;platinum;1200;Full;Black
2166;RIOTORO BUILDER;;ATX;gold;1200;Full;Black / Red
2167;Zalman 850-HP Plus;;ATX;silver;850;Semi;
2168;Ultra LSP650;;ATX;;650;false;
2169;Sentey MBP HM;;ATX;bronze;850;Semi;Black
2170;Segotep GM;;ATX;gold;1000;Full;White
2171;Kingwin Lazer;;ATX;bronze;1000;Semi;
2172;Cooler Master V Semi-Modular;;ATX;gold;550;Semi;
2173;FSP Group Hydro X;;ATX;gold;550;false;
2174;FSP Group Hydro X;;ATX;gold;650;false;
2175;be quiet! Pure Power 9;;ATX;silver;400;false;
2176;Rosewill HERCULES-1600S;;ATX;gold;1600;Semi;
2177;NZXT HALE82N 650W;;ATX;bronze;650;false;
2178;Rosewill Lightning;;ATX;gold;1000;Semi;
2179;FSP Group ATX300-PA;;ATX;;300;false;
2180;Noua Volture X GX-MVX;;ATX;gold;850;Full;Black
2181;Rosewill LEPTON 700;;ATX;gold;700;Semi;
2182;SeaSonic Platinum;;ATX;platinum;1200;Full;
2183;Thermalright TG;;ATX;gold;1200;Full;Black
2184;XFX Core Edition;;ATX;bronze;850;false;
2185;PC Power & Cooling Silencer Mk II;;ATX;bronze;650;false;
2186;Zalman TeraMax II;;ATX;gold;1000;Full;White
2187;Rosewill Capstone G850;;ATX;gold;850;Semi;
2188;Rosewill G650;;ATX;gold;650;Semi;
2189;FSP Group AURUM 92+;;ATX;platinum;450;Semi;
2190;LEPA MX-F1;;ATX;;400;false;
2191;FSP Group VITAL 400;;ATX;plus;400;false;
2192;In Win Commander II;;ATX;bronze;1200;Full;
2193;Rosewill HERCULES-1600;;ATX;silver;1600;Semi;
2194;Rosewill ARC M450;;ATX;bronze;450;Semi;
2195;Rosewill SMG750;;ATX;gold;750;Full;Black
2196;Rosewill ARC M650;;ATX;bronze;650;Semi;
2197;OCZ ZS;;ATX;bronze;550;false;
2198;Raidmax Cobra;;ATX;gold;1200;Semi;Black / Gold
2199;Xilence XP530R8;;ATX;bronze;530;false;Black / Red
2200;Xilence XP730R8;;ATX;bronze;730;false;Black / Red
2201;Sentey ERP-500-SS;;ATX;;500;false;
2202;Cooler Master Silent Pro M2;;ATX;silver;1000;Semi;
2203;Cougar COUGAR-GX700;;ATX;gold;700;Full;
2204;PC Power & Cooling Silencer MK III;;ATX;gold;850;Semi;
2205;Azza PSAZ-500B12;;ATX;;500;false;
2206;SeaSonic ECO;;ATX;bronze;430;false;
2207;Super Flower Golden Green HX;;ATX;gold;750;false;
2208;Mushkin MKNPSJL1000;;ATX;gold;1000;false;
2209;Silverstone DA700;;ATX;;700;Full;
2210;Corsair VS350;;ATX;;350;false;
2211;Thermaltake German;;ATX;gold;650;Semi;
2212;Inter-Tech 88882144;;TFX;;300;false;Silver
2213;SeaSonic SS-850HT Silver;169;ATX;silver;850;false;
2214;FSP Group VITA-850GM;;ATX;gold;850;Full;Black
2215;Thermalright AG-750;;ATX;gold;750;Full;White
2216;Thermalright TP;;ATX;platinum;1000;Full;White
2217;PC Power & Cooling Silencer;298.98;ATX;platinum;1200;Full;
2218;FSP Group FSP300-60LG-5K;148.02;Flex ATX;bronze;300;false;
2219;Rosewill VALENS-700;;ATX;gold;700;false;
2220;YEYIAN Raiden RGB;;ATX;plus;500;false;Black
2221;Cooler Master Silent Pro Gold;;ATX;gold;550;false;
2222;Raidmax Cobra;;ATX;bronze;600;false;
2223;SeaSonic S12G;;ATX;gold;450;false;
2224;Logisys PS600XBK;;ATX;;600;false;
2225;be quiet! POWER 2;;SFX;bronze;300;false;
2226;Antec VP;;ATX;plus;550;false;
2227;Ultra X4;;ATX;silver;850;Full;
2228;Enermax REVOLUTION X't;;ATX;gold;430;Semi;
2229;Deepcool GamerStorm DQ-M;;ATX;gold;750;Full;Black / Silver
2230;LC-Power LC850P V3.0;;ATX;platinum;850;Full;Black
2231;Thermaltake Toughpower;;ATX;plus;1200;Full;
2232;OCZ ZT;;ATX;bronze;650;Full;
2233;Thermaltake Toughpower Grand;;ATX;platinum;1050;Full;
2234;Rosewill Glacier 1000M;;ATX;bronze;1000;Semi;
2235;Rosewill CMG1200G5;;ATX;gold;1200;Full;Black
2236;Thermaltake EVO_Blue;;ATX;;750;Full;
2237;HEC HEC200SAFX;;Mini ITX;;200;false;
2238;Corsair Vengeance 500;;ATX;bronze;500;false;
2239;Chieftec Polaris Pro;;ATX;platinum;1300;Full;Black
2240;Thermaltake EVO_Blue;114.99;ATX;gold;650;Semi;
2241;FSP Group Dagger 500;;SFX;gold;500;Full;Black
2242;LEPA G1000-MA;;ATX;gold;1000;Semi;
2243;FSP Group Hydro PTM X PRO,Gen5;;ATX;platinum;850;Full;White
2244;Zalman ACRUX;;ATX;platinum;750;Full;Black / Silver
2245;Zalman ACRUX;;ATX;platinum;1200;Full;Black / Silver
2246;Silverstone Strider;;ATX;bronze;600;false;
2247;Enermax RevoBron TGA;;ATX;bronze;700;Semi;Black
2248;Cougar RX600;;ATX;plus;600;false;
2249;Antec High Current Pro;;ATX;gold;1200;false;
2250;Apevia ATX-JV650W;;ATX;;650;false;
2251;Apevia ATX-WA900W;;ATX;;900;false;
2252;HEC Raptor500;;ATX;;500;false;
2253;HEC HEC200SA2FX;;Mini ITX;;200;false;
2254;HEC HP485D;;ATX;;485;false;
2255;Cooler Master eXtreme Power Plus;;ATX;;500;false;
2256;CoolMax CUG-950B;;ATX;;950;Full;
2257;Corsair HX650;;ATX;gold;650;Semi;
2258;Enermax EMD625AWT_II;;ATX;bronze;625;Full;
2259;Enermax ERV920EWT;;ATX;silver;920;Full;
2260;Gigabyte GE-P450P-C2;;ATX;plus;550;false;
2261;OCZ Z Series Gold;;ATX;gold;1000;Semi;
2262;Raidmax RX-600AF;;ATX;bronze;600;false;
2263;Rosewill RV2-700;;ATX;;700;false;
2264;Rosewill RV350;;ATX;;350;false;
2265;Silverstone Strider;;ATX;plus;1200;Full;
2266;Silverstone Strider;;ATX;bronze;600;false;
2267;Thermaltake Toughpower XT;;ATX;bronze;775;Full;
2268;be quiet! System Power U9;;ATX;bronze;400;false;Black
2269;Enermax NAXN ADV.;;ATX;bronze;650;Semi;
2270;Rosewill Quark 650;;ATX;platinum;650;Full;
2271;Antec Earthwatts;;ATX;platinum;450;false;
2272;Antec Earthwatts;;ATX;bronze;550;false;
2273;Enermax EPM750AWT;;ATX;platinum;750;Semi;
2274;Enermax EPM600AWT;;ATX;platinum;600;Semi;
2275;GameMax GM;;ATX;gold;1650;false;Black
2276;Enermax RevoBron;;ATX;bronze;600;Semi;
2277;FSP Group Hydro PTM PRO;;ATX;platinum;650;Full;Black
2278;Antec Earthwatts Green;;ATX;bronze;350;false;
2279;be quiet! Pure Power L7;;ATX;plus;300;false;
2280;be quiet! STRAIGHT POWER E9 | 400W;;ATX;gold;400;false;
2281;Enermax CYBERBRON;;ATX;bronze;700;false;Black / Silver
2282;Enermax REVOLUTION ATX 3.0;;ATX;gold;1200;Full;Black / White
2283;be quiet! Dark Power Pro 10;;ATX;platinum;850;Semi;
2284;LEPA MaxBron;;ATX;bronze;650;Semi;
2285;Antec VP PLUS;;ATX;plus;500;false;
2286;Cooler Master i600;;ATX;bronze;600;false;
2287;In Win Classic;;ATX;platinum;750;Full;
2288;Raidmax Scorpio;;ATX;bronze;735;Semi;
2289;be quiet! Straight Power E9;;ATX;gold;600;false;
2290;Super Flower Leadex III Super Pro;;ATX;bronze;750;Full;Black
2291;Thermaltake Toughpower DPS G RGB;;ATX;titanium;1250;Full;
2292;In Win IP-S350CQ2-0T;;ATX;;350;false;
2293;Sparkle FSP300-60THA;;ATX;;300;false;
2294;Enermax REVOLUTION X't II;;ATX;gold;750;Semi;
2295;Enermax TRIATHLOR ECO;;ATX;bronze;800;Semi;
2296;GAMDIAS ASTRAPE M1;;ATX;plus;650;false;Black / Multicolor
2297;FSP Group HEXA 85+;;ATX;bronze;450;false;Black
2298;Antec NE450M;;ATX;bronze;450;Semi;
2299;Rosewill Capstone;;ATX;gold;550;Semi;
2300;Thermalright AG-650;;ATX;gold;650;Full;Black
2301;Silverstone Strider;;ATX;gold;600;false;
2302;Athena Power AP-TFX30;;TFX;;300;false;
2303;Raidmax RX-835AP;;ATX;bronze;835;Semi;
2304;Raidmax RX-635AP;;ATX;bronze;635;Semi;
