id;name;price;core_count;core_clock;boost_clock;tdp;graphics;smt;socket
448;Core i5-4570S;;4;2.9;;65;HD Graphics 4600;f;LGA 1150
451;Core i7-4770K;231.05;4;3.5;3.9;84;HD Graphics 4600;t;LGA 1150
463;Core i5-4590S;;4;3;3.7;65;HD Graphics 4000;f;LGA 1150
479;Core i7-4771;;4;3.5;3.9;84;HD Graphics 4600;t;LGA 1150
484;Core i5-4690K;;4;3.5;3.9;88;HD Graphics 4600;f;LGA 1150
496;Core i5-4670S;535;4;3.1;3.8;65;HD Graphics 4600;f;LGA 1150
521;Core i7-4770K;155.86;4;3.5;3.9;84;HD Graphics 4600;t;LGA 1150
523;Pentium G3220;;2;3;;54;HD Graphics;f;LGA 1150
529;Core i3-4130T;60;2;2.9;;35;HD Graphics 4400;t;LGA 1150
534;Core i7-4790K;;4;4;4.4;88;HD Graphics 4600;t;LGA 1150
572;Core i7-4790T;155.86;4;2.7;3.9;45;;t;LGA 1150
603;Celeron G1820;;2;2.7;;53;HD Graphics;f;LGA 1150
605;Pentium G3250;61;2;3.2;;53;HD Graphics;f;LGA 1150
607;Core i5-4460S;;4;2.9;3.4;65;HD Graphics 4000;f;LGA 1150
616;Core i5-5675C;;4;3.1;3.6;65;Iris Pro Graphics 6200;f;LGA 1150
617;Core i7-5775C;;4;3.3;3.7;65;Iris Pro Graphics 6200;t;LGA 1150
624;Core i3-4340;60;2;3.6;;54;HD Graphics 4600;t;LGA 1150
625;Core i3-4160;;2;3.6;;54;HD Graphics 4400;t;LGA 1150
640;Celeron G1840;;2;2.8;;53;HD Graphics;f;LGA 1150
647;Core i7-5775C;969.65;4;3.3;3.7;65;Iris Pro Graphics 6200;t;LGA 1150
680;Core i5-4440S;117.8;4;2.8;3.3;65;HD Graphics 4600;f;LGA 1150
739;Core i5-4690;;4;3.5;3.9;84;HD Graphics 4600;f;LGA 1150
753;Core i3-4330;;2;3.5;;54;HD Graphics 4600;t;LGA 1150
769;Core i5-4690K;;4;3.5;3.9;88;HD Graphics 4600;f;LGA 1150
790;Core i3-4350;;2;3.6;;54;HD Graphics 4600;t;LGA 1150
821;Core i5-4570S;;4;2.9;;65;HD Graphics 4600;f;LGA 1150
859;Pentium G3420;;2;3.2;;54;HD Graphics;f;LGA 1150
862;Core i3-4360;;2;3.7;;54;HD Graphics 4600;t;LGA 1150
863;Pentium G3240;;2;3.1;;53;HD Graphics;f;LGA 1150
894;Pentium G3440;;2;3.3;;53;HD Graphics;f;LGA 1150
907;Core i5-4670T;;4;2.3;;45;HD Graphics 4600;f;LGA 1150
928;Core i3-4160T;;2;3.1;;35;HD Graphics 4400;t;LGA 1150
931;Pentium G3450;;2;3.4;;53;HD Graphics;f;LGA 1150
970;Core i3-4370;;2;3.8;;54;HD Graphics 4600;t;LGA 1150
981;Core i7-4770T;;4;2.5;;45;HD Graphics 4600;t;LGA 1150
1025;Celeron G1830;;2;2.8;;53;HD Graphics;f;LGA 1150
1036;Core i3-4360T;;2;3.2;;35;HD Graphics 4600;t;LGA 1150
1043;Pentium G3460;65.9;2;3.5;;53;HD Graphics;f;LGA 1150
1064;Core i3-4360;;2;3.7;;54;HD Graphics 4600;t;LGA 1150
1143;Core i5-5675C;;4;3.1;3.6;65;Iris Pro Graphics 6200;f;LGA 1150
1171;Pentium G3420;;2;3.2;;54;HD Graphics;f;LGA 1150
1236;Pentium G3430;51.5;2;3.3;;54;HD Graphics;f;LGA 1150
1239;Celeron G1850;;2;2.9;;53;HD Graphics;f;LGA 1150
1258;Pentium G3250;;2;3.2;;53;HD Graphics;f;LGA 1150
1259;Pentium G3250T;;2;2.8;;35;HD Graphics;f;LGA 1150
1260;Pentium G3460;75.9;2;3.5;;53;HD Graphics;f;LGA 1150
1268;Core i5-4570S;;4;2.9;;65;HD Graphics 4600;f;LGA 1150
1290;Pentium G3240;;2;3.1;;53;HD Graphics;f;LGA 1150
1351;Pentium G3450;;2;3.4;;53;HD Graphics;f;LGA 1150
1352;Pentium G3258;;2;3.2;;53;HD Graphics;f;LGA 1150
1364;Pentium G3250;;2;3.2;;53;HD Graphics;f;LGA 1150
1472;Core i7-4790K;;4;4;4.4;88;HD Graphics 4600;t;LGA 1150
1478;Core i5-4690K;53;4;3.5;3.9;88;HD Graphics 4600;f;LGA 1150
1489;Core i7-4770;74.95;4;3.4;3.9;84;HD Graphics 4600;t;LGA 1150
1514;Core i7-4790;145.1;4;3.6;4;84;HD Graphics 4600;t;LGA 1150
1521;Core i7-4770K;135;4;3.5;3.9;84;HD Graphics 4600;t;LGA 1150
1532;Core i5-4590;;4;3.3;3.7;84;HD Graphics 4600;f;LGA 1150
1537;Core i5-4690;51.43;4;3.5;3.9;84;HD Graphics 4600;f;LGA 1150
1544;Core i3-4130;41.13;2;3.4;;54;HD Graphics 4400;t;LGA 1150
1545;Core i5-4460;68.56;4;3.2;3.4;84;HD Graphics 4600;f;LGA 1150
1559;Core i5-4570;104.54;4;3.2;;84;HD Graphics 4600;f;LGA 1150
1575;Core i5-4670K;62;4;3.4;;84;HD Graphics 4600;f;LGA 1150
1577;Core i7-4790K;185;4;4;4.4;88;HD Graphics 4600;t;LGA 1150
1617;Core i3-4150;41.13;2;3.5;;54;HD Graphics 4400;t;LGA 1150
1627;Core i7-4790;;4;3.6;4;84;HD Graphics 4600;t;LGA 1150
1644;Core i5-4440;100;4;3.1;3.3;84;HD Graphics 4600;f;LGA 1150
1645;Core i5-4670;51.48;4;3.4;;84;HD Graphics 4600;f;LGA 1150
1664;Core i3-4170;;2;3.7;;54;HD Graphics 4400;t;LGA 1150
1691;Core i3-4160;;2;3.6;;54;HD Graphics 4400;t;LGA 1150
1717;Core i3-4370;41.13;2;3.8;;54;HD Graphics 4600;t;LGA 1150
1738;Core i7-4770S;117.98;4;3.1;;65;HD Graphics 4600;t;LGA 1150
1756;Core i5-4430;;4;3;;84;HD Graphics 4600;f;LGA 1150
1772;Core i7-4790S;;4;3.2;4;65;HD Graphics 4000;t;LGA 1150
1782;Pentium G3258;51.36;2;3.2;;53;HD Graphics;f;LGA 1150
1816;Core i5-4570T;75.13;2;2.9;;35;HD Graphics 4600;t;LGA 1150
1821;Core i5-4570S;;4;2.9;;65;HD Graphics 4600;f;LGA 1150
1824;Core i7-4770K;231.05;4;3.5;3.9;84;HD Graphics 4600;t;LGA 1150
1836;Core i5-4590S;;4;3;3.7;65;HD Graphics 4000;f;LGA 1150
1852;Core i7-4771;;4;3.5;3.9;84;HD Graphics 4600;t;LGA 1150
1857;Core i5-4690K;;4;3.5;3.9;88;HD Graphics 4600;f;LGA 1150
1869;Core i5-4670S;535;4;3.1;3.8;65;HD Graphics 4600;f;LGA 1150
1894;Core i7-4770K;155.86;4;3.5;3.9;84;HD Graphics 4600;t;LGA 1150
1896;Pentium G3220;;2;3;;54;HD Graphics;f;LGA 1150
1902;Core i3-4130T;60;2;2.9;;35;HD Graphics 4400;t;LGA 1150
1907;Core i7-4790K;;4;4;4.4;88;HD Graphics 4600;t;LGA 1150
1945;Core i7-4790T;155.86;4;2.7;3.9;45;;t;LGA 1150
1976;Celeron G1820;;2;2.7;;53;HD Graphics;f;LGA 1150
1978;Pentium G3250;61;2;3.2;;53;HD Graphics;f;LGA 1150
1980;Core i5-4460S;;4;2.9;3.4;65;HD Graphics 4000;f;LGA 1150
1989;Core i5-5675C;;4;3.1;3.6;65;Iris Pro Graphics 6200;f;LGA 1150
1990;Core i7-5775C;;4;3.3;3.7;65;Iris Pro Graphics 6200;t;LGA 1150
1997;Core i3-4340;60;2;3.6;;54;HD Graphics 4600;t;LGA 1150
1998;Core i3-4160;;2;3.6;;54;HD Graphics 4400;t;LGA 1150
2013;Celeron G1840;;2;2.8;;53;HD Graphics;f;LGA 1150
2020;Core i7-5775C;969.65;4;3.3;3.7;65;Iris Pro Graphics 6200;t;LGA 1150
2053;Core i5-4440S;117.8;4;2.8;3.3;65;HD Graphics 4600;f;LGA 1150
2112;Core i5-4690;;4;3.5;3.9;84;HD Graphics 4600;f;LGA 1150
2126;Core i3-4330;;2;3.5;;54;HD Graphics 4600;t;LGA 1150
2142;Core i5-4690K;;4;3.5;3.9;88;HD Graphics 4600;f;LGA 1150
2163;Core i3-4350;;2;3.6;;54;HD Graphics 4600;t;LGA 1150
2194;Core i5-4570S;;4;2.9;;65;HD Graphics 4600;f;LGA 1150
2232;Pentium G3420;;2;3.2;;54;HD Graphics;f;LGA 1150
2235;Core i3-4360;;2;3.7;;54;HD Graphics 4600;t;LGA 1150
2236;Pentium G3240;;2;3.1;;53;HD Graphics;f;LGA 1150
2267;Pentium G3440;;2;3.3;;53;HD Graphics;f;LGA 1150
2280;Core i5-4670T;;4;2.3;;45;HD Graphics 4600;f;LGA 1150
2301;Core i3-4160T;;2;3.1;;35;HD Graphics 4400;t;LGA 1150
2304;Pentium G3450;;2;3.4;;53;HD Graphics;f;LGA 1150
2343;Core i3-4370;;2;3.8;;54;HD Graphics 4600;t;LGA 1150
2354;Core i7-4770T;;4;2.5;;45;HD Graphics 4600;t;LGA 1150
2398;Celeron G1830;;2;2.8;;53;HD Graphics;f;LGA 1150
2409;Core i3-4360T;;2;3.2;;35;HD Graphics 4600;t;LGA 1150
2416;Pentium G3460;65.9;2;3.5;;53;HD Graphics;f;LGA 1150
2437;Core i3-4360;;2;3.7;;54;HD Graphics 4600;t;LGA 1150
2516;Core i5-5675C;;4;3.1;3.6;65;Iris Pro Graphics 6200;f;LGA 1150
2544;Pentium G3420;;2;3.2;;54;HD Graphics;f;LGA 1150
2609;Pentium G3430;51.5;2;3.3;;54;HD Graphics;f;LGA 1150
2612;Celeron G1850;;2;2.9;;53;HD Graphics;f;LGA 1150
2631;Pentium G3250;;2;3.2;;53;HD Graphics;f;LGA 1150
2632;Pentium G3250T;;2;2.8;;35;HD Graphics;f;LGA 1150
2633;Pentium G3460;75.9;2;3.5;;53;HD Graphics;f;LGA 1150
2641;Core i5-4570S;;4;2.9;;65;HD Graphics 4600;f;LGA 1150
2663;Pentium G3240;;2;3.1;;53;HD Graphics;f;LGA 1150
2724;Pentium G3450;;2;3.4;;53;HD Graphics;f;LGA 1150
2725;Pentium G3258;;2;3.2;;53;HD Graphics;f;LGA 1150
2737;Pentium G3250;;2;3.2;;53;HD Graphics;f;LGA 1150
173;A6-6400K;75;2;3.9;;65;Radeon HD 8470D;f;LGA 1150
304;A4-6300;46.79;2;3.7;3.9;65;Radeon HD 8370D;f;LGA 1150
307;Athlon X2 340;;2;3.2;;65;;f;LGA 1150
408;A8-6600K;92.86;4;3.9;;100;Radeon HD 8570D;f;LGA 1150
478;A10-6800K;467.04;4;4.1;;100;Radeon HD 8670D;f;LGA 1150
501;A8-5600K;249.99;4;3.6;;100;Radeon HD 7560D;f;FM2
532;A10-5700;72.51;4;3.4;;65;Radeon HD 7660D;f;FM2
543;A4-5300;;2;3.4;;65;Radeon HD 7480D;f;FM2
570;A10-5800K;;4;3.8;;100;Radeon HD 7660D;f;FM2
588;A8-6500;;4;3.5;;65;Radeon HD 8570D;f;FM2
610;A10-6700;78.02;4;3.7;;65;Radeon HD 8670D;f;FM2
615;Athlon X4 750K;;4;3.4;;100;;f;FM2
639;A8-5500;;4;3.2;;65;Radeon HD 7560D;f;FM2
662;Athlon X4 760K;;4;3.8;4.1;100;;f;FM2
694;A6-5400K;;2;3.6;;65;Radeon HD 7540D;f;FM2
729;A10-6790K;;4;4;4.3;100;Radeon HD 8670D;f;FM2
763;A10-6700;112.76;4;3.7;;65;Radeon HD 8670D;f;FM2
764;A10-5800K;78.02;4;3.8;;100;Radeon HD 7660D;f;FM2
836;A4-6300B;54.44;2;3.7;3.9;65;Radeon HD 8370D;f;FM2
855;A10-5700;;4;3.4;;65;Radeon HD 7660D;f;FM2
892;A4-4000;;2;3;;65;Radeon HD 7480D;f;FM2
893;A6-6420K;;2;4;4.2;65;Radeon HD 8000 Series;f;FM2
899;A4-7300;;2;3.8;4;65;Radeon HD 8470D;f;FM2
926;A10-6800K;;4;4.1;;100;Radeon HD 8670D;f;FM2
1023;Athlon X4 740;;4;3.2;;65;;f;FM2
1027;A4-4020;;2;3.2;3.4;65;Radeon HD 7480D;f;FM2
1029;A10-6700T;;4;2.5;3.5;45;Radeon HD 8650D;f;FM2
1030;A10-6790K;;4;4;4.3;100;Radeon HD 8670D;f;FM2
1031;A4-6300;;2;3.7;3.9;65;Radeon HD 8370D;f;FM2
1032;A4-4000;;2;3;;65;Radeon HD 7480D;f;FM2
1126;A4-6320;;2;3.8;4;65;Radeon HD 8370D;f;FM2
1246;A4-5300;;2;3.4;;65;Radeon HD 7480D;f;FM2
1350;A6-6420K;;2;4;4.2;65;Radeon HD 8000 Series;f;FM2
1353;A10-6790B;;4;4;;100;Radeon HD 8670D;f;FM2
1354;A4-6320;;2;3.8;4;65;Radeon HD 8370D;f;FM2
1355;A4-4020;;2;3.2;3.4;65;Radeon HD 7480D;f;FM2
1546;A6-6400K;75;2;3.9;;65;Radeon HD 8470D;f;FM2
1677;A4-6300;46.79;2;3.7;3.9;65;Radeon HD 8370D;f;FM2
1680;Athlon X2 340;;2;3.2;;65;;f;FM2
1781;A8-6600K;92.86;4;3.9;;100;Radeon HD 8570D;f;FM2
1851;A10-6800K;467.04;4;4.1;;100;Radeon HD 8670D;f;FM2
1874;A8-5600K;249.99;4;3.6;;100;Radeon HD 7560D;f;FM2
1905;A10-5700;72.51;4;3.4;;65;Radeon HD 7660D;f;FM2
1916;A4-5300;;2;3.4;;65;Radeon HD 7480D;f;FM2
1943;A10-5800K;;4;3.8;;100;Radeon HD 7660D;f;FM2
1961;A8-6500;;4;3.5;;65;Radeon HD 8570D;f;FM2
1983;A10-6700;78.02;4;3.7;;65;Radeon HD 8670D;f;FM2
1988;Athlon X4 750K;;4;3.4;;100;;f;FM2
2012;A8-5500;;4;3.2;;65;Radeon HD 7560D;f;FM2
2035;Athlon X4 760K;;4;3.8;4.1;100;;f;FM2
2067;A6-5400K;;2;3.6;;65;Radeon HD 7540D;f;FM2
2102;A10-6790K;;4;4;4.3;100;Radeon HD 8670D;f;FM2
2136;A10-6700;112.76;4;3.7;;65;Radeon HD 8670D;f;FM2
2137;A10-5800K;78.02;4;3.8;;100;Radeon HD 7660D;f;FM2
2209;A4-6300B;54.44;2;3.7;3.9;65;Radeon HD 8370D;f;FM2
2228;A10-5700;;4;3.4;;65;Radeon HD 7660D;f;FM2
2265;A4-4000;;2;3;;65;Radeon HD 7480D;f;FM2
2266;A6-6420K;;2;4;4.2;65;Radeon HD 8000 Series;f;FM2
2272;A4-7300;;2;3.8;4;65;Radeon HD 8470D;f;FM2
2299;A10-6800K;;4;4.1;;100;Radeon HD 8670D;f;FM2
2396;Athlon X4 740;;4;3.2;;65;;f;FM2
2400;A4-4020;;2;3.2;3.4;65;Radeon HD 7480D;f;FM2
2402;A10-6700T;;4;2.5;3.5;45;Radeon HD 8650D;f;FM2
2403;A10-6790K;;4;4;4.3;100;Radeon HD 8670D;f;FM2
2404;A4-6300;;2;3.7;3.9;65;Radeon HD 8370D;f;FM2
2405;A4-4000;;2;3;;65;Radeon HD 7480D;f;FM2
2499;A4-6320;;2;3.8;4;65;Radeon HD 8370D;f;FM2
2619;A4-5300;;2;3.4;;65;Radeon HD 7480D;f;FM2
2723;A6-6420K;;2;4;4.2;65;Radeon HD 8000 Series;f;FM2
2726;A10-6790B;;4;4;;100;Radeon HD 8670D;f;FM2
2727;A4-6320;;2;3.8;4;65;Radeon HD 8370D;f;FM2
2728;A4-4020;;2;3.2;3.4;65;Radeon HD 7480D;f;FM2
163;FX-8350;208;8;4;;125;;f;FM2
188;FX-6300;;6;3.5;;95;;f;FM2
280;FX-9590;302.58;8;4.7;5;220;;f;FM2
296;FX-8370;234.98;8;4;4.3;125;;f;FM2
310;FX-8300;117.33;8;3.3;;95;;f;FM2
333;FX-6350;100;6;3.9;;125;;f;AM3+
353;FX-6120;58.53;6;3.5;4.1;95;;f;AM3+
356;FX-4300;;4;3.8;;95;;f;AM3+
368;FX-6100;72.8;6;3.3;;95;;f;AM3+
380;FX-4350;122.96;4;4.2;;125;;f;AM3+
398;FX-9370;198.5;8;4.4;4.7;220;;f;AM3+
422;FX-6300;78.51;6;3.5;;95;;f;AM3+
460;FX-8350;192.57;8;4;;125;;f;AM3+
477;FX-8150;;8;3.6;;125;;f;AM3+
497;FX-8320;106.55;8;3.5;;125;;f;AM3+
513;FX-6350;;6;3.9;;125;;f;AM3+
516;FX-8320E;;8;3.2;4;95;;f;AM3+
522;FX-8350;253.24;8;4;;125;;f;AM3+
533;FX-9590;;8;4.7;5;220;;f;AM3+
559;FX-8120;;8;3.1;;125;;f;AM3+
569;FX-4100;;4;3.6;;95;;f;AM3+
696;FX-4300;;4;3.8;;95;;f;AM3+
709;FX-4130;;4;3.8;;125;;f;AM3+
721;FX-9370;;8;4.4;4.7;220;;f;AM3+
771;FX-8370E;;8;3.3;4.3;95;;f;AM3+
795;FX-8310;;8;3.4;4.3;95;;f;AM3+
797;FX-8370;;8;4;4.3;125;;f;AM3+
815;FX-8150;;8;3.6;;125;;f;AM3+
818;FX-9590;;8;4.7;5;220;;f;AM3+
853;FX-6200;;6;3.8;;125;;f;AM3+
890;FX-8100;;8;2.8;;95;;f;AM3+
891;FX-4170;;4;4.2;;125;;f;AM3+
896;FX-4100;;4;3.6;;95;;f;AM3+
911;FX-4350;113.51;4;4.2;;125;;f;AM3+
930;FX-8370;;8;4;4.3;125;;f;AM3+
964;FX-8300;;8;3.3;;95;;f;AM3+
1016;FX-6100;;6;3.3;;95;;f;AM3+
1033;FX-4150;;4;4;4.1;125;;f;AM3+
1034;FX-6350;;6;3.9;;125;;f;AM3+
1111;FX-8150;;8;3.6;;125;;f;AM3+
1124;FX-4130;;4;3.8;;125;;f;AM3+
1130;FX-4170;;4;4.2;;125;;f;AM3+
1131;FX-4320;;4;4;4.2;95;;f;AM3+
1237;FX-9370;;8;4.4;4.7;220;;f;AM3+
1250;FX-6200;;6;3.8;;125;;f;AM3+
1267;FX-8310;;8;3.4;4.3;95;;f;AM3+
1356;FX-6130;;6;3.6;3.9;125;;f;AM3+
1357;FX-8120;;8;3.1;;125;;f;AM3+
1358;FX-8140;;8;3.2;4.1;95;;f;AM3+
1360;FX-8320E;;8;3.2;4;95;;f;AM3+
1361;FX-8370E;;8;3.3;4.3;95;;f;AM3+
1561;FX-6300;;6;3.5;;95;;f;AM3+
1653;FX-9590;302.58;8;4.7;5;220;;f;AM3+
1669;FX-8370;234.98;8;4;4.3;125;;f;AM3+
1683;FX-8300;117.33;8;3.3;;95;;f;AM3+
1706;FX-6350;100;6;3.9;;125;;f;AM3+
1726;FX-6120;58.53;6;3.5;4.1;95;;f;AM3+
1729;FX-4300;;4;3.8;;95;;f;AM3+
1741;FX-6100;72.8;6;3.3;;95;;f;AM3+
1753;FX-4350;122.96;4;4.2;;125;;f;AM3+
1771;FX-9370;198.5;8;4.4;4.7;220;;f;AM3+
1795;FX-6300;78.51;6;3.5;;95;;f;AM3+
1833;FX-8350;192.57;8;4;;125;;f;AM3+
1870;FX-8320;106.55;8;3.5;;125;;f;AM3+
1889;FX-8320E;;8;3.2;4;95;;f;AM3+
1895;FX-8350;253.24;8;4;;125;;f;AM3+
1906;FX-9590;;8;4.7;5;220;;f;AM3+
1932;FX-8120;;8;3.1;;125;;f;AM3+
1942;FX-4100;;4;3.6;;95;;f;AM3+
2069;FX-4300;;4;3.8;;95;;f;AM3+
2082;FX-4130;;4;3.8;;125;;f;AM3+
2094;FX-9370;;8;4.4;4.7;220;;f;AM3+
2144;FX-8370E;;8;3.3;4.3;95;;f;AM3+
2162;FX-8120;;8;3.1;;125;;f;AM3+
2168;FX-8310;;8;3.4;4.3;95;;f;AM3+
2170;FX-8370;;8;4;4.3;125;;f;AM3+
2188;FX-8150;;8;3.6;;125;;f;AM3+
2191;FX-9590;;8;4.7;5;220;;f;AM3+
2226;FX-6200;;6;3.8;;125;;f;AM3+
2263;FX-8100;;8;2.8;;95;;f;AM3+
2264;FX-4170;;4;4.2;;125;;f;AM3+
2269;FX-4100;;4;3.6;;95;;f;AM3+
2284;FX-4350;113.51;4;4.2;;125;;f;AM3+
2303;FX-8370;;8;4;4.3;125;;f;AM3+
2337;FX-8300;;8;3.3;;95;;f;AM3+
2389;FX-6100;;6;3.3;;95;;f;AM3+
2406;FX-4150;;4;4;4.1;125;;f;AM3+
2407;FX-6350;;6;3.9;;125;;f;AM3+
2484;FX-8150;;8;3.6;;125;;f;AM3+
2497;FX-4130;;4;3.8;;125;;f;AM3+
2503;FX-4170;;4;4.2;;125;;f;AM3+
2504;FX-4320;;4;4;4.2;95;;f;AM3+
2610;FX-9370;;8;4.4;4.7;220;;f;AM3+
2623;FX-6200;;6;3.8;;125;;f;AM3+
2640;FX-8310;;8;3.4;4.3;95;;f;AM3+
2729;FX-6130;;6;3.6;3.9;125;;f;AM3+
2730;FX-8120;;8;3.1;;125;;f;AM3+
2731;FX-8140;;8;3.2;4.1;95;;f;AM3+
2733;FX-8320E;;8;3.2;4;95;;f;AM3+
2734;FX-8370E;;8;3.3;4.3;95;;f;AM3+
1632;FX-8320;175;8;3.5;;125;;f;AM3+
425;A6-3670K;;4;2.7;;100;Radeon HD 6530D;f;AM3+
560;A8-3870K;;4;3;;100;Radeon HD 6550D;f;AM3+
726;A8-3850;;4;2.9;;100;Radeon HD 6550D;f;AM3+
788;A6-3650;;4;2.6;;100;Radeon HD 6530D;f;AM3+
805;A4-3400;134.09;2;2.7;;65;Radeon HD 6410D;f;AM3+
806;A4-3300;89.95;2;2.5;;65;Radeon HD 6410D;f;FM1
814;A6-3500;;3;2.1;;65;Radeon HD 6530D;f;FM1
856;Athlon II X4 651K;;4;3;;100;;f;FM1
962;Athlon II X4 631;;4;2.6;;100;;f;FM1
1035;Athlon II X4 651;;4;3;;100;;f;FM1
1110;A4-3400;;2;2.7;;65;Radeon HD 6410D;f;FM1
1116;Athlon II X4 641;;4;2.8;;100;;f;FM1
1127;A4-3400;;2;2.7;;65;Radeon HD 6410D;f;FM1
1128;A4-3420;;2;2.8;;65;Radeon HD 6410D;f;FM1
1133;E2-3200;;2;2.4;;65;Radeon HD 6370D;f;FM1
1233;A8-3850;;4;2.9;;100;Radeon HD 6550D;f;FM1
1243;A4-3300;;2;2.5;;65;Radeon HD 6410D;f;FM1
1244;A4-3300;;2;2.5;;65;Radeon HD 6410D;f;FM1
1245;A4-3400;;2;2.7;;65;Radeon HD 6410D;f;FM1
1251;Athlon II X4 651;;4;3;;100;;f;FM1
1252;Athlon II X4 638;;4;2.7;;65;;f;FM1
1253;Athlon II X4 638;;4;2.7;;65;;f;FM1
1254;E2-3200;;2;2.4;;65;Radeon HD 6370D;f;FM1
1349;A6-3650;;4;2.6;;100;Radeon HD 6530D;f;FM1
1798;A6-3670K;;4;2.7;;100;Radeon HD 6530D;f;FM1
1933;A8-3870K;;4;3;;100;Radeon HD 6550D;f;FM1
2099;A8-3850;;4;2.9;;100;Radeon HD 6550D;f;FM1
2161;A6-3650;;4;2.6;;100;Radeon HD 6530D;f;FM1
2178;A4-3400;134.09;2;2.7;;65;Radeon HD 6410D;f;FM1
2179;A4-3300;89.95;2;2.5;;65;Radeon HD 6410D;f;FM1
2187;A6-3500;;3;2.1;;65;Radeon HD 6530D;f;FM1
2229;Athlon II X4 651K;;4;3;;100;;f;FM1
2335;Athlon II X4 631;;4;2.6;;100;;f;FM1
2408;Athlon II X4 651;;4;3;;100;;f;FM1
2483;A4-3400;;2;2.7;;65;Radeon HD 6410D;f;FM1
2489;Athlon II X4 641;;4;2.8;;100;;f;FM1
2500;A4-3400;;2;2.7;;65;Radeon HD 6410D;f;FM1
2501;A4-3420;;2;2.8;;65;Radeon HD 6410D;f;FM1
2506;E2-3200;;2;2.4;;65;Radeon HD 6370D;f;FM1
2606;A8-3850;;4;2.9;;100;Radeon HD 6550D;f;FM1
2616;A4-3300;;2;2.5;;65;Radeon HD 6410D;f;FM1
2617;A4-3300;;2;2.5;;65;Radeon HD 6410D;f;FM1
2618;A4-3400;;2;2.7;;65;Radeon HD 6410D;f;FM1
2624;Athlon II X4 651;;4;3;;100;;f;FM1
2625;Athlon II X4 638;;4;2.7;;65;;f;FM1
2626;Athlon II X4 638;;4;2.7;;65;;f;FM1
2627;E2-3200;;2;2.4;;65;Radeon HD 6370D;f;FM1
2722;A6-3650;;4;2.6;;100;Radeon HD 6530D;f;FM1
446;Xeon E5-4620;58.67;8;2.2;2.6;95;;t;FM1
206;Xeon E5-2630;24.28;6;2.3;;95;;t;FM1
234;Core i7-4930K;100;6;3.4;3.9;130;;t;FM1
301;Core i7-4820K;205.86;4;3.7;3.9;130;;t;FM1
334;Core i7-3930K;298.98;6;3.2;;130;;t;FM1
372;Core i7-3820;;4;3.6;;130;;t;LGA 2011
378;Xeon E5-2660;;8;2.2;3;95;;t;LGA 2011
445;Xeon E5-2620;36.75;6;2;;95;;t;LGA 2011
461;Xeon E5-2640;43.31;6;2.5;3;95;;t;LGA 2011
482;Xeon E5-2650;89;8;2;2.8;95;;t;LGA 2011
535;Xeon E5-2660;;8;2.2;3;95;;t;LGA 2011
540;Xeon E5-2680;110;8;2.7;3.5;130;;t;LGA 2011
563;Xeon E5-2660;;8;2.2;3;95;;t;LGA 2011
581;Xeon E5-2670;;8;2.6;3.3;115;;t;LGA 2011
722;Xeon E5-4650;;8;2.7;3.3;130;;t;LGA 2011
731;Xeon E5-2670;;8;2.6;3.3;115;;t;LGA 2011
781;Xeon E5-2603;98.95;4;1.8;;80;;f;LGA 2011
908;Xeon E5-2665;149.94;8;2.4;3.1;115;;t;LGA 2011
929;Xeon E5-2630;;6;2.3;;95;;t;LGA 2011
942;Xeon E5-2620;77;6;2;;95;;t;LGA 2011
966;Xeon E5-2609;95.07;4;2.4;;80;;f;LGA 2011
990;Xeon E5-2620;139.94;6;2;;95;;t;LGA 2011
1165;Xeon E5-2665;;8;2.4;3.1;115;;t;LGA 2011
1166;Xeon E5-2660;;8;2.2;3;95;;t;LGA 2011
1264;Xeon E5-2609;;4;2.4;;80;;f;LGA 2011
1579;Xeon E5-2630;24.28;6;2.3;;95;;t;LGA 2011
1607;Core i7-4930K;100;6;3.4;3.9;130;;t;LGA 2011
1674;Core i7-4820K;205.86;4;3.7;3.9;130;;t;LGA 2011
1707;Core i7-3930K;298.98;6;3.2;;130;;t;LGA 2011
1745;Core i7-3820;;4;3.6;;130;;t;LGA 2011
1751;Xeon E5-2660;;8;2.2;3;95;;t;LGA 2011
1818;Xeon E5-2620;36.75;6;2;;95;;t;LGA 2011
1819;Xeon E5-4620;58.67;8;2.2;2.6;95;;t;LGA 2011
1834;Xeon E5-2640;43.31;6;2.5;3;95;;t;LGA 2011
1855;Xeon E5-2650;89;8;2;2.8;95;;t;LGA 2011
1908;Xeon E5-2660;;8;2.2;3;95;;t;LGA 2011
1913;Xeon E5-2680;110;8;2.7;3.5;130;;t;LGA 2011
1936;Xeon E5-2660;;8;2.2;3;95;;t;LGA 2011
1954;Xeon E5-2670;;8;2.6;3.3;115;;t;LGA 2011
2095;Xeon E5-4650;;8;2.7;3.3;130;;t;LGA 2011
2104;Xeon E5-2670;;8;2.6;3.3;115;;t;LGA 2011
2154;Xeon E5-2603;98.95;4;1.8;;80;;f;LGA 2011
2281;Xeon E5-2665;149.94;8;2.4;3.1;115;;t;LGA 2011
2302;Xeon E5-2630;;6;2.3;;95;;t;LGA 2011
2315;Xeon E5-2620;77;6;2;;95;;t;LGA 2011
2339;Xeon E5-2609;95.07;4;2.4;;80;;f;LGA 2011
2363;Xeon E5-2620;139.94;6;2;;95;;t;LGA 2011
2538;Xeon E5-2665;;8;2.4;3.1;115;;t;LGA 2011
