id;name;price;core_count;core_clock;boost_clock;tdp;graphics;smt;socket
417;Athlon X4 970;;4;3.8;4;65;;f;AM4
429;A10-9700;;4;3.5;3.8;65;Radeon R7 (on-die);f;AM4
440;A8-9600;;4;3.1;3.4;65;Radeon R7 (on-die);f;AM4
467;Ryzen 7 2700;;8;3.2;4.1;65;;t;AM4
481;Athlon X4 950;;4;3.5;3.8;65;;f;AM4
577;A12-9800;140;4;3.8;4.2;65;Radeon R7 (on-die);f;AM4
608;Athlon 220GE;;2;3.4;;35;Radeon Vega 3;t;AM4
619;Athlon 200GE;;2;3.2;;35;Radeon Vega 3;t;AM4
629;Ryzen 7 1800X;;8;3.6;4;95;;t;AM4
645;Athlon 240GE;;2;3.5;;35;Radeon Vega 3;t;AM4
660;A12-9800E;138.02;4;3.1;3.8;35;Radeon R7 (on-die);f;AM4
684;A10-9700E;;4;3;3.5;35;Radeon R7 (on-die);f;AM4
776;Athlon 240GE;;2;3.5;;35;Radeon Vega 3;t;AM4
801;Ryzen 7 1800X;;8;3.6;4;95;;t;AM4
803;Athlon 220GE;;2;3.4;;35;Radeon Vega 3;t;AM4
937;Athlon X4 970;;4;3.8;4;65;;f;AM4
989;A6-9500E;;2;3;3.4;35;Radeon R5 (on die);f;AM4
1061;A6-9550;;2;3.8;4;65;Radeon R5 (on die);f;AM4
1160;Athlon X4 940;;4;3.2;3.6;65;;f;AM4
1371;A6-9550;;2;3.8;4;65;Radeon R5 (on die);f;AM4
1372;Athlon X4 940;;4;3.2;3.6;65;;f;AM4
1414;Ryzen 7 5700X3D;214.99;8;3;4.1;105;;t;AM4
1416;Ryzen 9 5950X;363;16;3.4;4.9;105;;t;AM4
1421;Ryzen 5 4600G;95.16;6;3.7;4.2;65;Radeon Vega 7;t;AM4
1422;Ryzen 3 4100;68.98;4;3.8;4;65;;t;AM4
1427;Ryzen 5 2600;150;6;3.4;3.9;65;;t;AM4
1430;Ryzen 3 3200G;81.39;4;3.6;4;65;Radeon Vega 8;f;AM4
1439;Ryzen 5 3600X;210;6;3.8;4.4;95;;t;AM4
1440;Ryzen 7 2700X;210;8;3.7;4.3;105;;t;AM4
1444;Ryzen 9 3900X;395;12;3.8;4.6;105;;t;AM4
1455;Ryzen 5 3600;119.99;6;3.6;4.2;65;;t;AM4
1457;Ryzen 7 3800X;285;8;3.9;4.5;105;;t;AM4
1459;Ryzen 5 3400G;98.15;4;3.7;4.2;65;Radeon Vega 11;t;AM4
1464;Ryzen 5 2600X;195;6;3.6;4.2;95;;t;AM4
1470;Ryzen 5 5500GT;115;6;3.6;4.4;65;Radeon Vega 7;t;AM4
1477;Ryzen 3 3100;170;4;3.6;3.9;65;;t;AM4
1480;Ryzen 9 3950X;495;16;3.5;4.7;105;;t;AM4
1482;Ryzen 5 5600GT;130;6;3.6;4.6;65;Radeon Vega 7;t;AM4
1492;Ryzen 7 2700;185;8;3.2;4.1;65;;t;AM4
1506;Ryzen 3 2200G;130;4;3.5;3.7;65;Radeon Vega 8;f;AM4
1510;Ryzen 9 3950X;2147.03;16;3.5;4.7;105;;t;AM4
1511;Athlon 200GE;69.98;2;3.2;;35;Radeon Vega 3;t;AM4
1516;Ryzen 5 2400G;135;4;3.6;3.9;65;Radeon Vega 11;t;AM4
1517;Ryzen 5 3500X;;6;3.6;4.1;65;;f;AM4
1522;Ryzen 7 1700;195;8;3;3.7;65;;t;AM4
1528;Ryzen 5 5600X3D;;6;3.3;4.4;105;;t;AM4
1543;Ryzen 7 3700X;;8;3.6;4.4;65;;t;AM4
1547;Ryzen 7 1700X;225;8;3.4;3.8;95;;t;AM4
1548;Ryzen 5 1400;110;4;3.2;3.4;65;;t;AM4
1552;Ryzen 3 3300X;150;4;3.8;4.3;65;;t;AM4
1554;Ryzen 7 3800XT;349.99;8;3.9;4.7;105;;t;AM4
1556;Ryzen 9 3900XT;379;12;3.8;4.7;105;;t;AM4
1558;Ryzen 5 3600XT;;6;3.8;4.5;95;;t;AM4
1567;Ryzen 5 3600;;6;3.6;4.2;65;;t;AM4
1568;Ryzen 5 3500;;6;3.6;4.1;65;;f;AM4
1570;Ryzen 7 1800X;235;8;3.6;4;95;;t;AM4
1571;Ryzen 5 1500X;195;4;3.5;3.7;65;;t;AM4
1596;Ryzen 3 3200G;;4;3.6;4;65;Radeon Vega 8;f;AM4
1630;Ryzen 9 3900X;;12;3.8;4.6;105;;t;AM4
1649;Ryzen 3 1300X;;4;3.5;3.7;65;;f;AM4
1651;Ryzen 5 2600;;6;3.4;3.9;65;;t;AM4
1656;Ryzen 5 3600;262.86;6;3.6;4.2;65;;t;AM4
1659;Ryzen 5 2600X;;6;3.6;4.2;95;;t;AM4
1670;Ryzen 5 3600X;;6;3.8;4.4;95;;t;AM4
1678;Ryzen 7 3800X;;8;3.9;4.5;105;;t;AM4
1715;Ryzen 7 1700X;;8;3.4;3.8;95;;t;AM4
1721;A6-9500;76.69;2;3.5;3.8;65;Radeon R5 (on die);f;AM4
1730;Ryzen 5 3400G;;4;3.7;4.2;65;Radeon Vega 11;t;AM4
1750;Ryzen 5 2400G;;4;3.6;3.9;65;Radeon Vega 11;t;AM4
1780;Ryzen 3 2200G;;4;3.5;3.7;65;Radeon Vega 8;f;AM4
1790;Athlon X4 970;;4;3.8;4;65;;f;AM4
1802;A10-9700;;4;3.5;3.8;65;Radeon R7 (on-die);f;AM4
1813;A8-9600;;4;3.1;3.4;65;Radeon R7 (on-die);f;AM4
1840;Ryzen 7 2700;;8;3.2;4.1;65;;t;AM4
1854;Athlon X4 950;;4;3.5;3.8;65;;f;AM4
1950;A12-9800;140;4;3.8;4.2;65;Radeon R7 (on-die);f;AM4
1981;Athlon 220GE;;2;3.4;;35;Radeon Vega 3;t;AM4
1992;Athlon 200GE;;2;3.2;;35;Radeon Vega 3;t;AM4
2002;Ryzen 7 1800X;;8;3.6;4;95;;t;AM4
2018;Athlon 240GE;;2;3.5;;35;Radeon Vega 3;t;AM4
2033;A12-9800E;138.02;4;3.1;3.8;35;Radeon R7 (on-die);f;AM4
2057;A10-9700E;;4;3;3.5;35;Radeon R7 (on-die);f;AM4
2149;Athlon 240GE;;2;3.5;;35;Radeon Vega 3;t;AM4
2174;Ryzen 7 1800X;;8;3.6;4;95;;t;AM4
2176;Athlon 220GE;;2;3.4;;35;Radeon Vega 3;t;AM4
2310;Athlon X4 970;;4;3.8;4;65;;f;AM4
2362;A6-9500E;;2;3;3.4;35;Radeon R5 (on die);f;AM4
2434;A6-9550;;2;3.8;4;65;Radeon R5 (on die);f;AM4
2533;Athlon X4 940;;4;3.2;3.6;65;;f;AM4
2744;A6-9550;;2;3.8;4;65;Radeon R5 (on die);f;AM4
2745;Athlon X4 940;;4;3.2;3.6;65;;f;AM4
1376;Ryzen 5 5600X;144.31;6;3.7;4.6;65;;t;AM4
1381;Ryzen 5 3600;84;6;3.6;4.2;65;;t;AM4
1384;Ryzen 5 5600;129.99;6;3.5;4.4;65;;t;AM4
1385;Ryzen 7 5800X;202;8;3.8;4.7;105;;t;AM4
1387;Ryzen 5 5500;91.53;6;3.6;4.2;65;;t;AM4
1389;Ryzen 7 5700X;171.89;8;3.4;4.6;65;;t;AM4
1392;Ryzen 7 5800X3D;261.18;8;3.4;4.5;105;;t;AM4
1394;Ryzen 5 5600G;134.48;6;3.9;4.4;65;Radeon Vega 7;t;AM4
1395;Ryzen 9 5900X;277.99;12;3.7;4.8;105;;t;AM4
1408;Ryzen 5 4500;72.77;6;3.6;4.1;65;;t;AM4
1411;Ryzen 7 3700X;205.84;8;3.6;4.4;65;;t;AM4
1413;Ryzen 7 5700G;174.4;8;3.8;4.6;65;Radeon Vega 8;t;AM4
1533;Ryzen 5 1600X;119.99;6;3.6;4;95;;t;AM4
56;Core i7-9700K;260;8;3.6;4.9;95;UHD Graphics 630;f;AM4
58;Core i7-8700K;193;6;3.7;4.7;95;UHD Graphics 630;t;AM4
68;Core i9-9900K;405;8;3.6;5;95;UHD Graphics 630;t;AM4
78;Core i5-9400F;95.99;6;2.9;4.1;65;;f;AM4
79;Core i7-7700K;230;4;4.2;4.5;91;HD Graphics 630;t;AM4
80;Core i7-6700K;180;4;4;4.2;91;HD Graphics 530;t;AM4
87;Core i5-9600K;137;6;3.7;4.6;95;UHD Graphics 630;f;AM4
90;Core i5-6500;67;4;3.2;3.6;65;HD Graphics 530;f;AM4
92;Core i7-8700;200;6;3.2;4.6;65;UHD Graphics 630;t;AM4
96;Core i5-8400;124;6;2.8;4;65;UHD Graphics 630;f;LGA 1151
100;Core i7-6700;128;4;3.4;4;65;HD Graphics 530;t;LGA 1151
108;Core i7-7700;167;4;3.6;4.2;65;HD Graphics 630;t;LGA 1151
122;Core i5-6600K;130;4;3.5;3.9;91;HD Graphics 530;f;LGA 1151
130;Core i5-8600K;139;6;3.6;4.3;95;UHD Graphics 630;f;LGA 1151
135;Core i5-7500;89;4;3.4;3.8;65;HD Graphics 630;f;LGA 1151
136;Core i9-9900KF;292;8;3.6;5;95;;t;LGA 1151
139;Core i7-9700;250.26;8;3;4.7;65;HD Graphics 630;f;LGA 1151
140;Core i5-7400;90.35;4;3;3.5;65;HD Graphics 630;f;LGA 1151
153;Core i7-9700F;289;8;3;4.7;65;;f;LGA 1151
154;Core i3-9100F;135.19;4;3.6;4.2;65;;f;LGA 1151
158;Core i3-8100;110;4;3.6;;65;UHD Graphics 630;f;LGA 1151
165;Core i5-7600K;169.02;4;3.8;4.2;91;HD Graphics 630;f;LGA 1151
166;Core i5-8500;172.92;6;3;4.1;65;UHD Graphics 630;f;LGA 1151
167;Core i9-9900KS;1989;8;4;5;127;UHD Graphics 630;t;LGA 1151
178;Core i7-9700KF;218;8;3.6;4.9;95;;f;LGA 1151
180;Core i5-9400;160.91;6;2.9;4.1;65;UHD Graphics 630;f;LGA 1151
187;Core i3-7350K;40;2;4.2;;60;HD Graphics 630;t;LGA 1151
190;Core i5-9600KF;180.12;6;3.7;4.6;95;;f;LGA 1151
192;Core i5-6400;;4;2.7;3.3;65;HD Graphics 530;f;LGA 1151
203;Core i3-7100;70;2;3.9;;51;HD Graphics 630;t;LGA 1151
208;Core i7-8700K;272.5;6;3.7;4.7;95;UHD Graphics 630;t;LGA 1151
212;Core i5-7600;89;4;3.5;4.1;65;HD Graphics 630;f;LGA 1151
213;Core i3-6100;100;2;3.7;;51;HD Graphics 530;t;LGA 1151
219;Core i5-6600;;4;3.3;3.9;65;HD Graphics 530;f;LGA 1151
221;Celeron G4900;48.59;2;3.1;;65;UHD Graphics 610;f;LGA 1151
229;Core i9-9900K;699.99;8;3.6;5;95;UHD Graphics 630;t;LGA 1151
233;Core i5-9400F;;6;2.9;4.1;65;;f;LGA 1151
238;Core i5-9500;160.74;6;3;4.4;65;UHD Graphics 630;f;LGA 1151
242;Core i3-9100;145;4;3.6;4.2;65;UHD Graphics 630;f;LGA 1151
251;Core i9-9900;464.15;8;3.1;5;65;UHD Graphics 630;t;LGA 1151
253;Core i5-7500T;67.63;4;2.7;3.3;35;HD Graphics 630;f;LGA 1151
255;Core i7-8086K;450.01;6;4;5;95;UHD Graphics 630;t;LGA 1151
256;Core i5-6500;;4;3.2;3.6;65;HD Graphics 530;f;LGA 1151
258;Core i7-8700;611.05;6;3.2;4.6;65;UHD Graphics 630;t;LGA 1151
264;Core i7-7700;329.95;4;3.6;4.2;65;HD Graphics 630;t;LGA 1151
265;Core i5-8400;249.95;6;2.8;4;65;UHD Graphics 630;f;LGA 1151
2628;Athlon X2 370K;;2;4.2;;65;;f;LGA 1151
1;Ryzen 7 7800X3D;339;8;4.2;5;120;Radeon;t;LGA 1151
2;Ryzen 5 7600X;204.99;6;4.7;5.3;105;Radeon;t;LGA 1151
4;Ryzen 5 7600;185;6;3.8;5.1;65;Radeon;t;LGA 1151
9;Ryzen 7 7700X;288.81;8;4.5;5.4;105;Radeon;t;LGA 1151
10;Ryzen 9 7950X3D;564;16;4.2;5.7;120;Radeon;t;LGA 1151
20;Ryzen 9 7900X;396.58;12;4.7;5.6;170;Radeon;t;LGA 1151
28;Ryzen 7 7700;281.63;8;3.6;5.3;65;Radeon;t;LGA 1151
33;Ryzen 9 7900X3D;403.99;12;4.4;5.6;120;Radeon;t;test
36;Ryzen 9 7950X;510.38;16;4.5;5.7;170;Radeon;t;AM5
5;Core i9-14900K;544.99;24;3.2;6;125;UHD Graphics 770;t;AM5
6;Core i7-14700K;399.99;20;3.4;5.6;125;UHD Graphics 770;t;AM5
7;Core i5-12400F;128;6;2.5;4.4;65;;t;AM5
13;Core i5-12600KF;159.13;10;3.7;4.9;125;;t;AM5
15;Core i7-12700K;248;12;3.6;5;125;UHD Graphics 770;t;AM5
17;Core i7-13700K;359;16;3.4;5.4;125;UHD Graphics 770;t;AM5
18;Core i5-12600K;175.74;10;3.7;4.9;125;UHD Graphics 770;t;AM5
23;Core i5-13600K;283.99;14;3.5;5.1;125;UHD Graphics 770;t;LGA 1700
24;Core i9-14900KS;652.95;24;3.2;6.2;150;UHD Graphics 770;t;LGA 1700
25;Core i7-12700KF;223.95;12;3.6;5;125;;t;LGA 1700
26;Core i3-12100F;94.98;4;3.3;4.3;58;;t;LGA 1700
27;Core i5-13600KF;249.99;14;3.5;5.1;125;;t;LGA 1700
30;Core i9-13900K;486.59;24;3;5.8;125;UHD Graphics 770;t;LGA 1700
31;Core i7-14700KF;375.74;20;3.4;5.6;125;;t;LGA 1700
32;Core i5-13400F;185.99;10;2.5;4.6;65;;t;LGA 1700
34;Core i9-12900K;334;16;3.2;5.2;125;UHD Graphics 770;t;LGA 1700
37;Core i5-14600K;295.99;14;3.5;5.3;125;UHD Graphics 770;t;LGA 1700
39;Core i7-13700KF;303.49;16;3.4;5.4;125;;t;LGA 1700
3;Ryzen 5 5600X;144.31;6;3.7;4.6;65;;t;LGA 1700
8;Ryzen 5 3600;84;6;3.6;4.2;65;;t;LGA 1700
11;Ryzen 5 5600;129.99;6;3.5;4.4;65;;t;LGA 1700
12;Ryzen 7 5800X;202;8;3.8;4.7;105;;t;LGA 1700
14;Ryzen 5 5500;91.53;6;3.6;4.2;65;;t;LGA 1700
16;Ryzen 7 5700X;171.89;8;3.4;4.6;65;;t;LGA 1700
19;Ryzen 7 5800X3D;261.18;8;3.4;4.5;105;;t;LGA 1700
21;Ryzen 5 5600G;134.48;6;3.9;4.4;65;Radeon Vega 7;t;AM4
22;Ryzen 9 5900X;277.99;12;3.7;4.8;105;;t;AM4
35;Ryzen 5 4500;72.77;6;3.6;4.1;65;;t;AM4
38;Ryzen 7 3700X;205.84;8;3.6;4.4;65;;t;AM4
40;Ryzen 7 5700G;174.4;8;3.8;4.6;65;Radeon Vega 8;t;AM4
274;Core i5-8600;188.38;6;3.1;4.3;65;UHD Graphics 630;f;AM4
29;Threadripper 3990X;4255;64;2.9;4.3;280;;t;AM4
281;Core i5-8500T;;6;2.1;3.5;35;UHD Graphics 630;f;AM4
289;Celeron G3900;39.9;2;2.8;;51;HD Graphics 510;f;AM4
292;Core i7-7700K;;4;4.2;4.5;91;HD Graphics 630;t;AM4
300;Core i7-9700F;395.34;8;3;4.7;65;;f;AM4
308;Pentium G4560;133.41;2;3.5;;54;HD Graphics 610;t;AM4
311;Core i7-9700K;;8;3.6;4.9;95;UHD Graphics 630;f;LGA 1151
312;Core i7-6700K;;4;4;4.2;91;HD Graphics 530;t;test
317;Core i5-9400;110;6;2.9;4.1;65;UHD Graphics 630;f;LGA 1151
324;Core i5-7400T;;4;2.4;3;35;HD Graphics 630;f;LGA 1151
326;Pentium Gold G5400;72.95;2;3.7;;58;UHD Graphics 610;t;LGA 1151
329;Core i7-6700;354.99;4;3.4;4;65;HD Graphics 530;t;LGA 1151
332;Core i5-9600K;;6;3.7;4.6;95;UHD Graphics 630;f;LGA 1151
343;Core i7-9700;299.8;8;3;4.7;65;HD Graphics 630;f;LGA 1151
347;Core i3-7100T;41.13;2;3.4;;35;HD Graphics 630;t;LGA 1151
369;Core i3-7320;48;2;4.1;;51;HD Graphics 630;t;LGA 1151
376;Core i7-8700T;304.38;6;2.4;4;35;UHD Graphics 630;t;LGA 1151
387;Pentium G4400;;2;3.3;;54;HD Graphics 510;f;LGA 1151
389;Core i5-9600;195;6;3.1;4.6;65;UHD Graphics 630;f;LGA 1151
390;Core i7-7700T;489.95;4;2.9;3.8;35;HD Graphics 630;t;LGA 1151
394;Celeron G4920;50.27;2;3.2;;65;UHD Graphics 610;f;LGA 1151
400;Core i5-8600K;;6;3.6;4.3;95;UHD Graphics 630;f;LGA 1151
402;Core i7-6700T;;4;2.8;3.6;35;HD Graphics 530;t;LGA 1151
412;Core i3-8350K;;4;4;;91;UHD Graphics 630;f;LGA 1151
419;Core i3-9350KF;206;4;4;4.6;91;;f;LGA 1151
426;Core i3-8100T;;4;3.1;;35;UHD Graphics 630;f;LGA 1151
428;Core i3-7100;74.9;2;3.9;;51;HD Graphics 630;t;LGA 1151
435;Core i5-7600K;;4;3.8;4.2;91;HD Graphics 630;f;LGA 1151
452;Core i5-7400;110;4;3;3.5;65;HD Graphics 630;f;LGA 1151
459;Core i3-6100;98.95;2;3.7;;51;HD Graphics 530;t;LGA 1151
465;Core i3-6300;92.54;2;3.8;;51;HD Graphics 530;t;LGA 1151
466;Core i5-7500;;4;3.4;3.8;65;HD Graphics 630;f;LGA 1151
469;Core i5-9500F;249;6;3;4.4;65;;f;LGA 1151
474;Core i5-8400T;139;6;1.7;3.3;35;UHD Graphics 630;f;LGA 1151
483;Celeron G4900;72.55;2;3.1;;65;UHD Graphics 610;f;LGA 1151
486;Core i9-9900;;8;3.1;5;65;UHD Graphics 630;t;LGA 1151
490;Pentium Gold G5400;;2;3.7;;58;UHD Graphics 610;t;LGA 1151
498;Core i5-9400;;6;2.9;4.1;65;UHD Graphics 630;f;LGA 1151
499;Core i5-8500;172.92;6;3;4.1;65;UHD Graphics 630;f;LGA 1151
500;Core i5-9600KF;339.95;6;3.7;4.6;95;;f;LGA 1151
502;Core i5-6400;;4;2.7;3.3;65;HD Graphics 530;f;LGA 1151
505;Core i3-7100T;48.1;2;3.4;;35;HD Graphics 630;t;LGA 1151
514;Pentium Gold G5500;64.06;2;3.8;;54;UHD Graphics 630;t;LGA 1151
520;Xeon E-2124;110;4;3.3;4.3;71;;f;LGA 1151
524;Core i3-6098P;59;2;3.6;;54;HD Graphics 510;t;LGA 1151
525;Pentium G4600;;2;3.6;;51;HD Graphics 630;t;LGA 1151
548;Celeron G3930;56.99;2;2.9;;51;HD Graphics 610;f;LGA 1151
550;Celeron G3930T;46.07;2;2.7;;35;HD Graphics 610;f;LGA 1151
554;Core i5-9400T;;6;1.8;3.4;35;UHD Graphics 630;f;LGA 1151
556;Core i3-6100T;;2;3.2;;35;HD Graphics 530;t;LGA 1151
561;Core i5-7600T;;4;2.8;3.7;35;HD Graphics 630;f;LGA 1151
582;Core i3-8300;;4;3.7;;62;UHD Graphics 630;f;LGA 1151
585;Core i5-7400T;75;4;2.4;3;35;HD Graphics 630;f;LGA 1151
590;Core i5-9600K;;6;3.7;4.6;95;UHD Graphics 630;f;LGA 1151
596;Core i3-8100;124.9;4;3.6;;65;UHD Graphics 630;f;LGA 1151
597;Core i5-8500;;6;3;4.1;65;UHD Graphics 630;f;LGA 1151
627;Core i5-7600;;4;3.5;4.1;65;HD Graphics 630;f;LGA 1151
628;Core i7-7700T;;4;2.9;3.8;35;HD Graphics 630;t;LGA 1151
631;Core i3-9300;264.13;4;3.7;4.3;62;UHD Graphics 630;f;LGA 1151
642;Core i5-6600T;184.98;4;2.7;3.5;35;HD Graphics 530;f;LGA 1151
643;Core i5-8600;269.95;6;3.1;4.3;65;UHD Graphics 630;f;LGA 1151
652;Core i5-6600;;4;3.3;3.9;65;HD Graphics 530;f;LGA 1151
656;Pentium Gold G5600;;2;3.9;;54;UHD Graphics 630;t;LGA 1151
682;Core i3-6320;;2;3.9;;51;HD Graphics 530;t;LGA 1151
685;Core i5-9500;;6;3;4.4;65;UHD Graphics 630;f;LGA 1151
690;Pentium G4500;80.79;2;3.5;;51;HD Graphics 530;f;LGA 1151
699;Pentium G4560;;2;3.5;;54;HD Graphics 610;t;LGA 1151
703;Celeron G3900;53.5;2;2.8;;51;HD Graphics 510;f;LGA 1151
714;Core i5-8600T;;6;2.3;3.7;35;UHD Graphics 630;f;LGA 1151
735;Core i3-7300;;2;4;;51;HD Graphics 630;t;LGA 1151
736;Core i3-9350K;;4;4;4.6;91;HD Graphics 630;f;LGA 1151
756;Core i7-6700T;;4;2.8;3.6;35;HD Graphics 530;t;LGA 1151
760;Core i3-8350K;;4;4;;91;UHD Graphics 630;f;LGA 1151
773;Core i3-6100T;149.94;2;3.2;;35;HD Graphics 530;t;LGA 1151
777;Core i5-9400;;6;2.9;4.1;65;UHD Graphics 630;f;LGA 1151
800;Core i3-8300T;;4;3.2;;35;UHD Graphics 630;f;LGA 1151
828;Core i5-9600;;6;3.1;4.6;65;UHD Graphics 630;f;LGA 1151
870;Core i5-9500F;;6;3;4.4;65;;f;LGA 1151
875;Pentium G4620;224.12;2;3.7;;51;HD Graphics 630;t;LGA 1151
880;Celeron G3920;495.09;2;2.6;;35;HD Graphics 510;f;LGA 1151
881;Xeon E-2124G;279.88;4;3.4;4.5;71;HD Graphics P630;f;LGA 1151
902;Celeron G3930;63.92;2;2.9;;51;HD Graphics 610;f;LGA 1151
903;Pentium G4560T;;2;2.9;;35;HD Graphics 610;t;LGA 1151
904;Core i3-7300T;128.46;2;3.5;;35;HD Graphics 630;t;LGA 1151
933;Pentium G4600;169.95;2;3.6;;51;HD Graphics 630;t;LGA 1151
934;Core i5-7500T;199.95;4;2.7;3.3;35;HD Graphics 630;f;LGA 1151
939;Core i5-9500F;;6;3;4.4;65;;f;LGA 1151
984;Pentium G4520;;2;3.6;;51;HD Graphics 530;f;LGA 1151
991;Core i3-9350K;;4;4;4.6;91;HD Graphics 630;f;LGA 1151
1049;Pentium G4400;;2;3.3;;54;HD Graphics 510;f;LGA 1151
1055;Core i3-7320;;2;4.1;;51;HD Graphics 630;t;LGA 1151
1056;Core i5-7500T;;4;2.7;3.3;35;HD Graphics 630;f;LGA 1151
1057;Core i5-7600T;;4;2.8;3.7;35;HD Graphics 630;f;LGA 1151
1058;Core i7-7700T;;4;2.9;3.8;35;HD Graphics 630;t;LGA 1151
1063;Core i3-8300;;4;3.7;;62;UHD Graphics 630;f;LGA 1151
1065;Core i3-9300;;4;3.7;4.3;62;UHD Graphics 630;f;LGA 1151
1074;Celeron G4920;;2;3.2;;65;UHD Graphics 610;f;LGA 1151
1144;Core i3-6320;;2;3.9;;51;HD Graphics 530;t;LGA 1151
1145;Core i3-6300T;;2;3.3;;35;HD Graphics 530;t;LGA 1151
1147;Core i5-6600T;;4;2.7;3.5;35;HD Graphics 530;f;LGA 1151
1148;Pentium G4500;;2;3.5;;51;HD Graphics 530;f;LGA 1151
1153;Pentium G4620;;2;3.7;;51;HD Graphics 630;t;LGA 1151
1154;Celeron G3950;;2;3;;51;HD Graphics 610;f;LGA 1151
1155;Pentium G4600T;;2;3;;35;HD Graphics 630;t;LGA 1151
1162;Pentium Gold G5500;;2;3.8;;54;UHD Graphics 630;t;LGA 1151
1163;Pentium Gold G5600;;2;3.9;;54;UHD Graphics 630;t;LGA 1151
1167;Core i3-9320;;4;3.7;4.4;62;;f;LGA 1151
1168;Core i3-9320;;4;3.7;4.4;62;;f;LGA 1151
1173;Core i3-7350K;;2;4.2;;60;HD Graphics 630;t;LGA 1151
1174;Core i5-7600T;229.95;4;2.8;3.7;35;HD Graphics 630;f;LGA 1151
1269;Core i3-6300T;;2;3.3;;35;HD Graphics 530;t;LGA 1151
1270;Pentium G4520;;2;3.6;;51;HD Graphics 530;f;LGA 1151
1278;Core i3-7300;;2;4;;51;HD Graphics 630;t;LGA 1151
1279;Celeron G3950;;2;3;;51;HD Graphics 610;f;LGA 1151
1280;Core i3-7100T;;2;3.4;;35;HD Graphics 630;t;LGA 1151
1281;Core i3-7300T;;2;3.5;;35;HD Graphics 630;t;LGA 1151
1282;Core i5-7400T;;4;2.4;3;35;HD Graphics 630;f;LGA 1151
1288;Xeon E-2124;;4;3.3;4.3;71;;f;LGA 1151
1289;Xeon E-2124G;;4;3.4;4.5;71;HD Graphics P630;f;LGA 1151
1365;Core i3-6300;;2;3.8;;51;HD Graphics 530;t;LGA 1151
1367;Core i3-7300T;128.46;2;3.5;;35;HD Graphics 630;t;LGA 1151
1429;Core i7-9700K;260;8;3.6;4.9;95;UHD Graphics 630;f;LGA 1151
1431;Core i7-8700K;193;6;3.7;4.7;95;UHD Graphics 630;t;LGA 1151
1441;Core i9-9900K;405;8;3.6;5;95;UHD Graphics 630;t;LGA 1151
1451;Core i5-9400F;95.99;6;2.9;4.1;65;;f;LGA 1151
1452;Core i7-7700K;230;4;4.2;4.5;91;HD Graphics 630;t;LGA 1151
1453;Core i7-6700K;180;4;4;4.2;91;HD Graphics 530;t;LGA 1151
1460;Core i5-9600K;137;6;3.7;4.6;95;UHD Graphics 630;f;LGA 1151
1463;Core i5-6500;67;4;3.2;3.6;65;HD Graphics 530;f;LGA 1151
1465;Core i7-8700;200;6;3.2;4.6;65;UHD Graphics 630;t;LGA 1151
1469;Core i5-8400;124;6;2.8;4;65;UHD Graphics 630;f;LGA 1151
1473;Core i7-6700;128;4;3.4;4;65;HD Graphics 530;t;LGA 1151
1481;Core i7-7700;167;4;3.6;4.2;65;HD Graphics 630;t;LGA 1151
1495;Core i5-6600K;130;4;3.5;3.9;91;HD Graphics 530;f;LGA 1151
1503;Core i5-8600K;139;6;3.6;4.3;95;UHD Graphics 630;f;LGA 1151
1508;Core i5-7500;89;4;3.4;3.8;65;HD Graphics 630;f;LGA 1151
1509;Core i9-9900KF;292;8;3.6;5;95;;t;LGA 1151
1512;Core i7-9700;250.26;8;3;4.7;65;HD Graphics 630;f;LGA 1151
1513;Core i5-7400;90.35;4;3;3.5;65;HD Graphics 630;f;LGA 1151
1526;Core i7-9700F;289;8;3;4.7;65;;f;LGA 1151
1527;Core i3-9100F;135.19;4;3.6;4.2;65;;f;LGA 1151
1531;Core i3-8100;110;4;3.6;;65;UHD Graphics 630;f;LGA 1151
1538;Core i5-7600K;169.02;4;3.8;4.2;91;HD Graphics 630;f;LGA 1151
1539;Core i5-8500;172.92;6;3;4.1;65;UHD Graphics 630;f;LGA 1151
1540;Core i9-9900KS;1989;8;4;5;127;UHD Graphics 630;t;LGA 1151
1551;Core i7-9700KF;218;8;3.6;4.9;95;;f;LGA 1151
1553;Core i5-9400;160.91;6;2.9;4.1;65;UHD Graphics 630;f;LGA 1151
1560;Core i3-7350K;40;2;4.2;;60;HD Graphics 630;t;LGA 1151
1563;Core i5-9600KF;180.12;6;3.7;4.6;95;;f;LGA 1151
1565;Core i5-6400;;4;2.7;3.3;65;HD Graphics 530;f;LGA 1151
1576;Core i3-7100;70;2;3.9;;51;HD Graphics 630;t;LGA 1151
1581;Core i7-8700K;272.5;6;3.7;4.7;95;UHD Graphics 630;t;LGA 1151
1585;Core i5-7600;89;4;3.5;4.1;65;HD Graphics 630;f;LGA 1151
1586;Core i3-6100;100;2;3.7;;51;HD Graphics 530;t;LGA 1151
1592;Core i5-6600;;4;3.3;3.9;65;HD Graphics 530;f;LGA 1151
1594;Celeron G4900;48.59;2;3.1;;65;UHD Graphics 610;f;LGA 1151
1602;Core i9-9900K;699.99;8;3.6;5;95;UHD Graphics 630;t;LGA 1151
1606;Core i5-9400F;;6;2.9;4.1;65;;f;LGA 1151
1611;Core i5-9500;160.74;6;3;4.4;65;UHD Graphics 630;f;LGA 1151
1615;Core i3-9100;145;4;3.6;4.2;65;UHD Graphics 630;f;LGA 1151
